,sp500_Close,sp500_Volume,vix_Close,vix_Volume,dji_Close,dji_Volume,ndx_Close,ndx_Volume,n225_Close,n225_Volume,ftse_Close,ftse_Volume,hsi_Close,hsi_Volume,n100_Close,n100_Volume,Overall EMV Tracker
2017-07-21,2476.6016,3729998300.0,10.832393,0.0,20111.213,266416580.0,5145.448,1838350800.0,19148.395,95343.8,7307.0845,884156500.0,25862.207,1749517200.0,980.44135,5709959.5,0.83076954
2017-07-28,2481.5737,3636755500.0,10.222572,0.0,20166.205,263560930.0,5154.448,1806239500.0,19155.602,91923.125,7292.461,850637950.0,25881.094,1765600400.0,976.8368,5194486.0,6.1092825
2017-08-04,2487.4988,3562704000.0,9.807247,0.0,20222.566,269188830.0,5190.6196,1838226000.0,19137.744,89092.17,7277.478,869786050.0,26052.752,1774446800.0,974.6921,4892766.5,-1.6014428
2017-08-11,2493.6423,3541324300.0,9.909318,0.0,20281.967,275704540.0,5235.0767,1876710900.0,19106.953,88796.77,7266.838,887342700.0,26387.41,1788997500.0,973.79083,4727056.0,-1.3110224
2017-08-18,2499.7644,3521116400.0,11.206853,0.0,20348.682,271957760.0,5268.766,1887916800.0,19062.416,89807.195,7262.5356,858637500.0,26812.453,1809252200.0,973.84015,4181659.2,-0.74838305
2017-08-25,2505.0627,3502859000.0,12.492378,0.0,20416.36,268407260.0,5282.744,1862998100.0,18984.346,90428.48,7262.137,806716400.0,27183.293,1835461400.0,974.14264,4181659.2,0.9172925
2017-09-01,2508.628,3446465000.0,12.524631,0.0,20475.213,259381400.0,5274.711,1790247800.0,18855.63,88891.68,7262.441,756250240.0,27402.117,1905927800.0,973.78796,4181659.2,6.4329934
2017-09-08,2510.501,3372812500.0,11.633542,0.0,20523.242,255243490.0,5267.607,1743223600.0,18733.525,86520.49,7262.0537,749086900.0,27527.037,1990563200.0,972.48236,4181659.2,-1.5866452
2017-09-15,2511.5098,3327061000.0,11.296128,0.0,20558.639,263032510.0,5267.5376,1760600400.0,18629.11,84827.95,7260.179,730226500.0,27570.328,2022770700.0,970.5228,7004954.0,-0.66643304
2017-09-22,2512.9387,3344577500.0,10.783407,0.0,20587.805,281801000.0,5278.4473,1823463200.0,18604.404,84720.734,7254.7485,803788800.0,27547.176,2000740200.0,970.4199,9365318.0,1.5392749
2017-09-29,2515.6326,3372447500.0,10.177177,0.0,20622.738,288320960.0,5296.12,1836655900.0,18725.756,87564.4,7243.8306,835389760.0,27558.795,1942388400.0,973.3402,34136044.0,9.183152
2017-10-06,2520.053,3400829200.0,9.86167,0.0,20667.242,286660350.0,5307.3496,1853108600.0,18938.719,89748.234,7229.434,832532800.0,27557.973,1895873400.0,978.9234,78981340.0,-1.3238496
2017-10-13,2527.5474,3396897000.0,9.676597,0.0,20728.373,273513630.0,5317.857,1851583100.0,19188.273,88641.82,7219.334,827216500.0,27581.771,1902394500.0,986.8702,124322920.0,-1.3057417
2017-10-20,2538.1199,3378218000.0,9.816423,0.0,20806.428,269619230.0,5334.3423,1824258600.0,19453.84,86700.21,7219.497,838059140.0,27680.203,1911182800.0,995.8882,154498020.0,-0.5807621
2017-10-27,2551.2927,3353363000.0,10.039057,0.0,20908.822,275920640.0,5358.9233,1791540400.0,19737.91,85416.14,7231.755,845097000.0,27818.195,1900313500.0,1004.65704,173056100.0,2.0042977
2017-11-03,2565.6982,3362450200.0,10.521387,0.0,21034.574,305100960.0,5382.457,1831281500.0,20045.516,86394.71,7252.734,853900000.0,27922.613,1876101100.0,1012.12866,187269870.0,11.036002
2017-11-10,2580.2637,3422715400.0,10.468586,0.0,21174.32,320529730.0,5414.6055,1895029900.0,20388.318,88241.66,7277.284,876979460.0,28005.824,1858853800.0,1018.8293,197243710.0,-1.3081201
2017-11-17,2593.836,3508541000.0,10.290442,0.0,21314.887,311696100.0,5459.829,1942404200.0,20767.639,92534.11,7301.576,868405700.0,28116.29,1865592800.0,1023.87585,208719700.0,-0.88517267
2017-11-24,2605.9978,3573509400.0,10.900181,0.0,21445.188,328578370.0,5503.183,1930238100.0,21033.684,96796.484,7319.448,891607700.0,28228.256,1887048300.0,1024.9714,220111330.0,0.26996577
2017-12-01,2616.0862,3570753500.0,10.708525,0.0,21552.33,308511520.0,5541.3657,1830042900.0,21170.494,96732.766,7327.4546,859995260.0,28435.879,1910684700.0,1022.8342,221924720.0,3.3665226
2017-12-08,2625.8787,3583157500.0,10.535341,0.0,21649.932,309390240.0,5567.263,1865477200.0,21231.152,94663.0,7323.806,897293100.0,28681.283,1927469000.0,1018.6574,224819680.0,-1.3743838
2017-12-15,2636.1104,3595965200.0,10.558067,0.0,21751.246,309888030.0,5571.0347,1899526900.0,21239.234,91805.07,7308.8306,914544300.0,28758.16,1929727200.0,1014.5647,227808140.0,-0.7712749
2017-12-22,2646.938,3637991400.0,10.268117,0.0,21859.936,318083170.0,5571.393,1955692800.0,21251.863,89255.67,7290.8247,959543300.0,28741.752,1931137400.0,1011.97253,233521460.0,0.9455908
2017-12-29,2659.694,3668462000.0,9.941815,0.0,21984.32,313472600.0,5581.7393,1929752000.0,21295.55,86917.0,7280.4517,892080060.0,28651.283,1925154400.0,1010.8536,228526370.0,6.5683813
2018-01-05,2673.7476,3616779800.0,10.096161,0.0,22117.244,289275740.0,5594.2573,1812229500.0,21350.867,80741.17,7284.344,765118500.0,28617.695,1890642400.0,1010.36584,209425180.0,-1.5520669
2018-01-12,2689.3088,3535059700.0,9.877503,0.0,22255.717,294650660.0,5618.0957,1817651200.0,21499.871,77640.04,7304.0337,710835300.0,28755.557,1895923600.0,1010.6773,198630020.0,-1.2912598
2018-01-19,2706.736,3479637800.0,9.830634,0.0,22404.303,303114370.0,5663.4775,2606918400.0,21720.02,78399.12,7338.1255,761859500.0,29131.172,1923110300.0,1013.6849,200748530.0,-0.5804174
2018-01-26,2726.7559,3483130600.0,10.697753,0.0,22568.416,355958980.0,5725.3774,2282094300.0,21945.621,80430.7,7382.1685,813933060.0,29737.244,2033614100.0,1018.7006,204738180.0,1.8243202
2018-02-02,2750.3782,3533220900.0,11.235573,0.0,22751.568,373728500.0,5800.009,2099637500.0,22110.768,81629.984,7427.412,827509600.0,30489.61,2227420700.0,1024.2998,208294430.0,10.15387
2018-02-09,2775.1387,3639778600.0,12.790269,0.0,22934.14,375143260.0,5864.863,2071011800.0,22137.357,83032.93,7461.901,848349250.0,31243.648,2410157000.0,1028.9899,213503200.0,-1.3772029
2018-02-16,2793.5505,3803085300.0,22.546564,0.0,23061.867,442770900.0,5856.8267,2243839500.0,21848.23,89385.766,7470.2153,910263400.0,31511.281,2628611300.0,1027.2722,234733330.0,-0.44509932
2018-02-23,2803.6921,3974108700.0,23.848223,0.0,23124.58,397741200.0,5805.806,2135688700.0,21317.059,95576.54,7446.263,905857660.0,31143.332,2728323800.0,1018.91986,247515660.0,2.7601993
2018-03-02,2805.7388,4061205800.0,20.122152,0.0,23129.75,360476030.0,5765.6255,2020538600.0,20830.154,96394.37,7395.535,864515650.0,30510.09,2687444000.0,1008.2894,241410110.0,13.044883
2018-03-09,2801.9873,4115664600.0,17.508451,0.0,23095.855,358357470.0,5760.248,2034088100.0,20524.318,93515.234,7329.416,857666750.0,29890.654,2602137000.0,998.9606,235611900.0,-1.5606099
2018-03-16,2795.8809,4131423200.0,15.866009,0.0,23040.77,341259970.0,5790.839,2066197600.0,20328.617,89870.72,7258.0547,870236400.0,29418.096,2485847600.0,992.06177,232712640.0,-0.4911338
2018-03-23,2789.5588,4085304000.0,15.04044,0.0,22974.451,344003520.0,5850.5664,2121754200.0,20280.16,85648.82,7190.337,895480900.0,29275.312,2363737900.0,988.94415,235305460.0,2.6010385
2018-03-30,2782.7288,4026738200.0,16.991516,0.0,22892.768,343964100.0,5878.3433,2073062800.0,20254.078,82585.94,7128.152,896488640.0,29380.691,2276581600.0,988.4616,235875900.0,12.442769
2018-04-06,2773.9326,3965824800.0,19.37753,0.0,22792.297,367655230.0,5844.7407,2111873500.0,20196.729,81540.76,7073.1255,888857660.0,29548.078,2215007500.0,987.8399,236175500.0,-1.3568915
2018-04-13,2762.2024,3908042500.0,20.154966,0.0,22681.947,362545630.0,5764.921,2109403900.0,20161.215,80382.23,7029.6987,877567740.0,29592.143,2153310000.0,987.60626,234914460.0,-1.2615297
2018-04-20,2749.9822,3826440000.0,19.282574,0.0,22581.375,338926880.0,5686.028,2028561300.0,20199.04,78408.96,7004.0063,853732300.0,29524.594,2099148400.0,989.10284,229761200.0,-0.06809307
2018-04-27,2741.5024,3710107100.0,16.655712,0.0,22518.166,327498300.0,5647.7266,1945719200.0,20322.65,75888.75,6997.2007,848162050.0,29305.27,2034541600.0,992.30804,222991250.0,5.772821
2018-05-04,2731.6274,3654438100.0,15.341479,0.0,22457.877,332418720.0,5646.3794,1930578700.0,20524.162,74049.55,7009.029,865193540.0,29137.3,1989433900.0,998.4519,220166780.0,17.962624
2018-05-11,2722.614,3634951200.0,14.724272,0.0,22406.537,333233020.0,5667.2603,1952265900.0,20768.49,73986.15,7042.7715,877165100.0,29133.81,1950637800.0,1007.09045,221249860.0,-2.1865463
2018-05-18,2717.019,3621100000.0,13.801995,0.0,22374.299,319142900.0,5716.9785,1972876900.0,20982.826,75119.66,7099.0947,891729600.0,29205.87,1895813500.0,1016.4121,217424690.0,-0.4791651
2018-05-25,2716.0305,3620181800.0,13.192043,0.0,22371.05,302115550.0,5783.2085,1968091400.0,21163.738,76327.62,7173.872,912286140.0,29351.527,1847808600.0,1025.3507,218975470.0,2.5286446
2018-06-01,2720.0525,3595121000.0,12.782292,0.0,22396.457,295047140.0,5847.8433,1931198300.0,21291.676,76524.15,7260.023,913755600.0,29616.523,1815834200.0,1033.4315,226437330.0,12.451784
2018-06-08,2729.3247,3598305800.0,13.620392,0.0,22442.346,302671700.0,5894.885,1963395200.0,21284.123,77182.91,7344.221,989144100.0,29771.002,1838975100.0,1037.5022,240109390.0,-1.5023743
2018-06-15,2741.483,3608877800.0,13.147433,0.0,22499.316,303776320.0,5941.7583,1978007400.0,21236.695,77490.84,7415.0317,996835600.0,29830.557,1870569900.0,1037.614,243820600.0,-0.5410314
2018-06-22,2755.206,3652230400.0,12.4106045,0.0,22564.193,311604000.0,5990.75,2011928700.0,21231.857,76634.086,7468.115,1021915260.0,29811.006,1893418900.0,1036.2196,248688660.0,2.3509576
2018-06-29,2768.7341,3717121000.0,12.473456,0.0,22622.158,320361540.0,6034.6987,2115791900.0,21230.57,76088.3,7501.512,985252160.0,29666.328,1936292000.0,1033.4474,247938610.0,11.983943
2018-07-06,2779.4607,3768877800.0,14.367212,0.0,22652.545,316853570.0,6040.3984,2098068900.0,21186.03,75217.89,7515.3223,1006153300.0,29233.777,2003901600.0,1028.8263,241293700.0,-1.3113537
2018-07-13,2788.1055,3748444200.0,15.018048,0.0,22658.707,289084960.0,6014.9277,1938046300.0,21029.914,74103.08,7511.894,965245440.0,28599.041,2077605100.0,1023.65393,231701020.0,-1.3009685
2018-07-20,2795.0105,3666756900.0,13.761497,0.0,22649.602,267423660.0,6005.6807,1858340500.0,20880.06,73374.78,7499.331,909915140.0,27966.035,2102633200.0,1020.48395,221132770.0,-0.5785827
2018-07-27,2800.7222,3576503000.0,12.493429,0.0,22637.752,257475920.0,6028.9277,1828581800.0,20863.357,71283.125,7484.663,861947460.0,27469.646,2083610900.0,1020.5628,213252540.0,1.959787
2018-08-03,2807.953,3510722800.0,11.935097,0.0,22646.822,258121150.0,6069.012,1858652300.0,20947.217,69692.875,7474.0684,836214340.0,27263.57,2036430000.0,1023.85864,212234880.0,10.811207
2018-08-10,2817.0762,3480727800.0,12.0585985,0.0,22682.674,265441060.0,6093.927,1922833200.0,21059.715,71313.98,7469.9536,866201500.0,27239.945,1971095600.0,1029.061,216250880.0,-1.3277433
2018-08-17,2828.5999,3445546000.0,11.755181,0.0,22746.967,260602850.0,6112.995,1962846000.0,21141.371,73553.086,7473.1465,847671600.0,27329.63,1888754800.0,1034.0128,214762080.0,-0.74965054
2018-08-24,2840.0544,3428673800.0,12.435148,0.0,22816.33,258435800.0,6123.089,1950338400.0,21134.836,74429.76,7476.8755,840146750.0,27446.965,1835847200.0,1036.5625,210609020.0,0.94007194
2018-08-31,2852.1995,3383198200.0,12.570878,0.0,22896.615,250042080.0,6126.316,1887148400.0,21085.363,72449.85,7478.029,788658900.0,27460.855,1797445000.0,1036.8662,201428910.0,6.6030893
2018-09-07,2866.0566,3322385400.0,12.473085,0.0,22994.676,242104640.0,6147.9937,1875066800.0,21097.047,69473.8,7473.623,769215200.0,27403.28,1761592300.0,1035.9828,194198240.0,-1.5456976
2018-09-14,2880.7231,3272398800.0,13.004079,0.0,23097.094,242647740.0,6165.974,1953170800.0,21135.123,66656.8,7457.78,760160900.0,27304.752,1750354700.0,1032.4324,197020110.0,-0.7528409
2018-09-21,2893.7534,3263935200.0,13.000564,0.0,23189.559,246334960.0,6175.519,2004741600.0,21185.967,66341.484,7426.8975,758972540.0,27120.867,1767961700.0,1026.8098,203404320.0,1.048384
2018-09-28,2904.929,3283502600.0,12.475762,0.0,23273.98,260276380.0,6175.449,2102571300.0,21371.459,70768.93,7385.0825,810901950.0,26953.248,1803440800.0,1021.76514,219863780.0,7.0679617
2018-10-05,2915.5178,3322164200.0,12.0905075,0.0,23359.303,261973120.0,6176.4614,2100399700.0,21676.434,77044.8,7344.1616,833839000.0,26852.27,1827832800.0,1019.52344,229090290.0,-1.4812675
2018-10-12,2925.0564,3367168000.0,12.214742,0.0,23447.34,259893390.0,6178.458,2199851000.0,21999.98,81688.68,7310.636,843981440.0,26828.129,1837642100.0,1019.59625,229672380.0,-1.2925023
2018-10-19,2930.6807,3449926400.0,15.783277,0.0,23518.295,277645120.0,6133.9536,2264009200.0,22113.383,85064.45,7278.314,872216700.0,26684.318,1865600000.0,1017.0979,233527150.0,-0.59840053
2018-10-26,2929.1606,3544826600.0,18.233133,0.0,23551.63,287847200.0,6060.576,2211952000.0,21959.629,85328.39,7239.8516,862800200.0,26396.828,1886843000.0,1009.9307,238612140.0,1.7103986
2018-11-02,2919.1519,3662132000.0,20.37816,0.0,23533.977,314842800.0,5963.8853,2264925000.0,21561.297,84227.336,7191.748,864255400.0,25941.31,1902357500.0,997.0593,245967570.0,9.711572
2018-11-09,2899.8384,3842780400.0,20.634619,0.0,23462.12,339990370.0,5868.0576,2324729000.0,21080.705,84712.43,7136.8696,885575600.0,25503.729,1947210500.0,982.5133,248749330.0,-1.3626767
2018-11-16,2876.1143,3992785400.0,18.397715,0.0,23373.482,326945120.0,5818.9355,2240199000.0,20743.36,83997.14,7083.487,853466430.0,25260.275,1971999500.0,970.76135,241274780.0,-0.40990525
2018-11-23,2852.2021,4093754000.0,17.570148,0.0,23286.402,319226750.0,5790.178,2201176000.0,20559.438,80608.55,7035.432,896469570.0,25179.305,1949840900.0,962.2535,233119380.0,2.8471448
2018-11-30,2827.5881,4116694800.0,18.406807,0.0,23189.895,307116030.0,5744.647,2076860400.0,20466.373,77141.82,6992.0186,908508400.0,25268.117,1879005300.0,955.9736,224112750.0,13.104425
2018-12-07,2804.982,4087621400.0,18.063564,0.0,23092.121,305305920.0,5714.468,2057181300.0,20491.025,75600.414,6954.969,917643460.0,25575.254,1805959300.0,951.9114,222051170.0,-1.7280431
2018-12-14,2786.531,4099681800.0,18.329576,0.0,23008.498,322585660.0,5714.562,2182414600.0,20559.465,76052.305,6924.632,929365100.0,25993.895,1778330200.0,948.69507,226662510.0,-0.19625323
2018-12-21,2770.7966,4124714000.0,19.357967,0.0,22927.67,326001180.0,5724.5356,2161454600.0,20557.598,78253.734,6898.8784,929958600.0,26292.691,1762058200.0,943.9754,232682190.0,4.9191194
2018-12-28,2753.9482,4225500000.0,22.632275,0.0,22827.088,374907000.0,5684.707,2399272200.0,20394.156,81256.47,6869.7744,955003700.0,26377.607,1736299800.0,935.36945,245748400.0,16.897974
2019-01-04,2729.3613,4315497000.0,27.024038,0.0,22669.82,362164830.0,5598.254,2228728800.0,19986.465,81318.79,6829.861,861452000.0,26258.19,1701073800.0,923.1525,237980380.0,-1.8543048
2019-01-11,2699.263,4326215700.0,24.759586,0.0,22473.285,339375070.0,5508.964,2167011300.0,19455.766,81406.98,6782.5435,707302850.0,25995.768,1653778800.0,909.83527,221557920.0,-1.2269183
2019-01-18,2667.645,4287771600.0,20.17457,0.0,22270.408,316139900.0,5479.6694,2127719200.0,19065.867,81442.61,6528.79,533645250.0,25763.898,1626006800.0,900.5593,211139650.0,-0.12855633
2019-01-25,2640.1821,4247663600.0,17.081219,0.0,22100.014,300695230.0,5528.805,2075115100.0,18946.336,80195.766,6170.5273,534698000.0,25755.932,1640443300.0,897.56915,208008420.0,4.604284
2019-02-01,2625.0303,4178553300.0,16.523516,0.0,22015.494,298362560.0,5615.5015,2102311800.0,19051.639,76126.42,5849.8184,594460700.0,25961.705,1667218000.0,900.6322,205742220.0,16.155243
2019-02-08,2623.3528,4136269600.0,16.473478,0.0,22020.568,312064500.0,5706.325,2164490200.0,19263.713,72198.164,5664.1494,678778500.0,26386.395,1707666400.0,908.4338,210625490.0,-2.1355383
2019-02-15,2632.2837,4081748700.0,15.731096,0.0,22094.246,303441150.0,5803.0815,2121913700.0,19484.521,70074.08,5652.2983,708803700.0,26951.303,1706192500.0,920.69336,216888370.0,0.42168286
2019-02-22,2652.5273,4017795800.0,15.126804,0.0,22235.488,291219170.0,5886.2705,2059045800.0,19677.303,69930.164,5797.935,695034600.0,27519.596,1681433300.0,934.721,221455580.0,9.394512
2019-03-01,2681.8118,3970523100.0,14.320484,0.0,22431.742,281114500.0,5948.9624,2052069500.0,19869.062,69686.88,6049.38,690626700.0,27956.03,1681995400.0,949.1918,217674560.0,21.150482
2019-03-08,2716.5632,3909917700.0,13.981238,0.0,22658.604,274008400.0,5987.634,2095727700.0,20058.5,68847.445,6343.8936,719936200.0,28270.717,1736656500.0,962.7238,214070800.0,-2.7117903
2019-03-15,2749.3135,3912607500.0,14.377189,0.0,22867.223,269729660.0,6003.288,2115021400.0,20209.092,68395.3,6628.513,749375700.0,28451.027,1831951000.0,974.1508,215747070.0,-1.2485955
2019-03-22,2776.5137,3932156200.0,13.947239,0.0,23029.398,284839040.0,6018.3604,2151057400.0,20287.432,68576.23,6868.7725,803835000.0,28512.543,1870348900.0,983.97784,223928620.0,0.36982062
2019-03-29,2798.6804,3951469300.0,13.630355,0.0,23146.145,300484580.0,6051.632,2159682300.0,20337.58,68681.62,6991.018,822586800.0,28578.506,1865249000.0,992.9315,226133490.0,9.201079
2019-04-05,2817.112,3945292000.0,13.881588,0.0,23224.592,295684260.0,6085.767,2085450100.0,20316.633,69765.7,7021.9883,792919300.0,28586.812,1857436500.0,999.5502,222689330.0,21.002913
2019-04-12,2833.9426,3907469000.0,13.512349,0.0,23284.318,280959140.0,6128.6206,2055346000.0,20305.338,70727.17,7051.2876,788368830.0,28630.63,1866082300.0,1005.9739,216233360.0,-2.6618295
2019-04-19,2850.1592,3830370800.0,12.981396,0.0,23336.617,266690290.0,6178.411,2002155300.0,20340.543,70317.8,7081.903,768686400.0,28780.566,1880274000.0,1013.0206,209520590.0,-0.5059789
2019-04-26,2866.209,3758628900.0,12.336511,0.0,23389.19,267890110.0,6228.6514,1985210200.0,20464.352,68102.29,7116.2227,741721800.0,28992.912,1916182900.0,1021.36975,206713260.0,2.258353
2019-05-03,2883.1086,3694476000.0,12.177143,0.0,23449.65,270703040.0,6278.044,1964323700.0,20640.31,65532.22,7155.3228,757963970.0,29175.123,1926687500.0,1030.125,207387000.0,11.533733
2019-05-10,2900.2747,3656936400.0,12.694048,0.0,23511.764,273108800.0,6315.837,1965579600.0,18055.863,58037.4,7193.7207,738558300.0,29282.291,1894200600.0,1038.1714,207890720.0,-1.4581541
2019-05-17,2916.0664,3634028800.0,15.071783,0.0,23565.742,276652030.0,6317.4614,2014553000.0,15721.805,54827.926,7220.945,759484600.0,29198.129,1881294000.0,1041.6472,208649470.0,-0.3225614
2019-05-24,2927.993,3626703400.0,16.521652,0.0,23596.168,280031970.0,6267.0386,2027572600.0,14895.521,57742.082,7231.999,787820600.0,28843.426,1917934800.0,1039.8723,211407000.0,3.6538632
2019-05-31,2933.1372,3606124500.0,16.033226,0.0,23590.719,273418980.0,6183.484,1981098400.0,15740.651,62846.965,7228.765,799208800.0,28257.031,1978756600.0,1034.1039,212605570.0,14.933047
2019-06-07,2930.5105,3614538500.0,16.144281,0.0,23542.828,270313400.0,6083.3613,1983748700.0,17448.566,67456.92,7213.1094,827028030.0,27583.955,2015628500.0,1025.9082,212782400.0,-1.8256373
2019-06-14,2922.4834,3644926200.0,16.001886,0.0,23468.23,268193140.0,5993.933,2012866300.0,18974.162,69988.984,7190.2534,823368800.0,26887.936,2016233100.0,1017.0176,215471150.0,-0.45142043
2019-06-21,2911.7444,3656557600.0,15.332109,0.0,23388.326,259354940.0,5972.57,1969460000.0,19927.082,69919.484,7167.834,789253600.0,26461.078,2000807700.0,1011.7282,211609680.0,2.953953
2019-06-28,2904.376,3671816400.0,14.513642,0.0,23343.592,260171470.0,6028.441,1990537700.0,20352.12,68532.266,7155.629,810898200.0,26365.996,1980051000.0,1011.5396,218600860.0,13.479283
2019-07-05,2902.7292,3692871700.0,14.460131,0.0,23342.736,267020770.0,6121.125,2078548500.0,20466.7,66173.31,7156.608,806497500.0,26612.344,1940369300.0,1015.83984,221166020.0,-1.3914747
2019-07-12,2908.3208,3677519400.0,13.61878,0.0,23390.44,258273980.0,6224.466,1919909600.0,20516.18,63287.387,7174.0767,769286900.0,27114.379,1880727300.0,1023.7974,216084830.0,-1.2746503
2019-07-19,2921.1558,3622497500.0,12.941357,0.0,23479.873,247854620.0,6311.3374,1804711300.0,20222.174,60363.613,7205.129,732856060.0,27688.783,1803533800.0,1032.805,206578800.0,-0.37557098
2019-07-26,2939.938,3558970000.0,12.809915,0.0,23602.488,239430820.0,6367.9976,1793613400.0,20321.303,58983.836,7242.712,698494340.0,28102.316,1692545900.0,1040.0944,198138900.0,3.218672
2019-08-02,2961.4214,3511932200.0,12.573374,0.0,23737.729,235513250.0,6399.0747,1825144700.0,20372.8,57789.613,7279.2583,698777200.0,28308.63,1585097700.0,1046.3505,197858450.0,14.011201
2019-08-09,2981.3147,3522973200.0,13.743998,0.0,23856.838,249125020.0,6397.286,1929131800.0,20384.441,58391.13,7313.25,772520770.0,28248.97,1520317300.0,1050.1302,208010370.0,-1.6372566
2019-08-16,2996.08,3584542500.0,16.773676,0.0,23937.168,266398400.0,6337.352,2029320100.0,20249.117,61473.023,7332.261,837647900.0,27818.535,1512372000.0,1047.2377,220781040.0,-0.35520077
2019-08-23,3001.0762,3673677300.0,18.808033,0.0,23950.92,274310340.0,6249.283,2042681000.0,19996.357,64910.812,7326.473,845764350.0,27062.266,1557674100.0,1038.2678,231690620.0,3.3299208
2019-08-30,2997.3918,3738128000.0,17.89638,0.0,23908.2,270288060.0,6182.7544,1963180900.0,19752.594,66087.06,7296.2207,815883900.0,26287.166,1614463900.0,1027.7439,230163150.0,14.252438
2019-09-06,2988.2668,3732277000.0,17.420559,0.0,23832.434,338150430.0,6149.271,1868573600.0,19560.469,65820.52,7248.938,791546600.0,25661.262,1685157400.0,1019.3836,220046020.0,-1.7942975
2019-09-13,2978.4673,3700463400.0,16.473463,0.0,23755.611,318987680.0,6158.5664,1844963200.0,19489.363,63954.992,7197.1733,770750460.0,25319.613,1751280100.0,1016.38336,210310960.0,-0.3018984
2019-09-20,2970.9675,3717156600.0,14.764519,0.0,23704.686,294676830.0,6208.9937,1914803200.0,19632.191,65427.402,7152.698,811496450.0,25363.252,1792667600.0,1020.27167,213752930.0,3.9662876
2019-09-27,2969.2327,3766838300.0,13.6945,0.0,23695.168,278001470.0,6270.104,1976657700.0,19953.58,69302.03,7124.5127,875710600.0,25650.299,1814740400.0,1028.628,225206930.0,15.318685
2019-10-04,2972.761,3804478500.0,14.276217,0.0,23719.93,263958700.0,6304.3516,1965612400.0,20316.357,72933.66,7113.6025,855829060.0,26030.928,1815786600.0,1038.4343,228149650.0,-1.6708843
2019-10-11,2978.409,3814907400.0,16.125076,0.0,23762.01,256308220.0,6298.551,1962629800.0,20558.68,74288.36,7114.5977,821746560.0,26300.578,1783419800.0,1045.9357,228109900.0,-1.256913
2019-10-18,2984.4114,3773499000.0,17.170021,0.0,23805.316,248511410.0,6271.8633,1909526000.0,20631.535,73013.39,7120.5845,821436860.0,26353.896,1743648600.0,1049.3468,226661040.0,0.100437984
2019-10-25,2991.2004,3702811100.0,15.4418,0.0,23849.654,242785040.0,6263.413,1858198400.0,20693.506,70999.46,7125.4893,882414300.0,26252.734,1714703500.0,1050.3451,225223660.0,7.1942277
2019-11-01,2997.281,3647410000.0,13.670028,0.0,23884.459,243112130.0,6285.9067,1833962600.0,20834.115,68611.2,7124.246,890169500.0,26185.406,1683617300.0,1051.4465,221348290.0,19.45857
2019-11-08,3003.6106,3639011800.0,12.532082,0.0,23912.52,247918350.0,6340.6733,1860586900.0,21047.559,67649.445,7120.3315,862658750.0,26273.701,1659091500.0,1053.881,220404820.0,-2.5138175
2019-11-15,3012.9014,3687131000.0,12.095988,0.0,23950.543,246318110.0,6412.614,1939041300.0,21314.424,69699.06,7119.5356,814329100.0,26477.973,1638401500.0,1058.8107,224935100.0,-0.5839287
2019-11-22,3024.734,3727005700.0,12.1519,0.0,24004.525,248304720.0,6482.4414,1954231400.0,21565.363,72076.234,7123.7495,807425150.0,26726.691,1628567200.0,1066.6226,223711710.0,2.0791502
2019-11-29,3039.5825,3744347000.0,12.359356,0.0,24076.65,246114960.0,6532.6055,1962557300.0,21729.467,72929.31,7132.6157,797057660.0,26924.01,1621240600.0,1075.1559,218589250.0,11.198989
2019-12-06,3057.7986,3728427800.0,12.163107,0.0,24171.457,240347620.0,6566.766,1918302000.0,21816.42,71576.22,7146.4956,790153800.0,26963.107,1616184800.0,1082.9104,212318700.0,-1.2874262
2019-12-13,3077.3967,3722384100.0,13.130795,0.0,24271.916,236253740.0,6572.5522,1938578800.0,21844.322,68737.11,7158.8994,801015100.0,26817.967,1617605200.0,1087.2473,211201710.0,-1.2956121
2019-12-20,3096.8965,3710472700.0,13.973103,0.0,24368.4,234074190.0,6567.7837,1959264600.0,21863.252,66683.2,7165.949,865765440.0,26632.934,1624081900.0,1088.5615,212166370.0,-0.64789563
2019-12-27,3115.3276,3758358500.0,13.243415,0.0,24454.508,251117860.0,6584.2974,2119772700.0,21942.312,65572.8,7174.088,920385700.0,26573.848,1603583600.0,1090.0907,219649000.0,1.4032819
2020-01-03,3132.5713,3745004800.0,12.548006,0.0,24532.111,244433550.0,6630.3164,1981159800.0,22052.463,63062.723,7191.7236,812141000.0,26767.783,1560446100.0,1094.035,207905730.0,8.462421
2020-01-10,3149.953,3682818000.0,12.697978,0.0,24611.0,234643000.0,6683.6084,2015566500.0,22117.787,59102.02,7220.626,690500740.0,27139.719,1523428600.0,1099.1274,189123410.0,-1.4067775
2020-01-17,3167.1506,3619713000.0,12.842398,0.0,24686.844,234081170.0,6738.2583,2104859000.0,22107.824,57206.344,7258.3022,647334000.0,27584.467,1500931200.0,1104.505,181304750.0,-0.40422127
2020-01-24,3184.911,3579733000.0,12.455141,0.0,24764.354,240705200.0,6796.677,2148767700.0,22116.97,57436.246,7301.3066,672030100.0,28066.592,1504309500.0,1109.943,184938320.0,2.962939
2020-01-31,3203.6067,3605408800.0,12.528076,0.0,24846.213,256295570.0,6851.708,2189259000.0,22149.059,57588.113,7344.058,689269060.0,28312.828,1521709600.0,1114.4376,192611300.0,13.448648
