,sj_ndvi_ne,sj_ndvi_nw,sj_ndvi_sw,iq_ndvi_se,iq_ndvi_sw,iq_ndvi_ne,iq_ndvi_nw,sj_ndvi_se,iq_station_precip_mm,iq_precipitation_amt_mm,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_relative_humidity_percent,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_specific_humidity_g_per_kg,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_min_temp_c,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_station_max_temp_c,sj_precipitation_amt_mm,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_relative_humidity_percent,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,sj_station_precip_mm
2000-09-30,-0.02865,0.1337,0.13696670000000002,0.2257143,0.1827857,0.17568570000000006,0.09948333,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2000-10-07,0.253975,0.16295,0.2687429,0.2775,0.25505,0.33754,0.2769429,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2000-10-14,0.38,0.26065,0.27105,0.3498,0.1009167,0.2235333,0.1339143,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2000-10-21,0.10035,0.0895,0.08204286,0.3739429,0.27947140000000004,0.2748,0.1870571,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2000-10-28,0.1535,0.2298,0.091525,0.45538,0.3258,0.3673,0.30555,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2000-11-04,0.19015,0.168,0.1104333,0.3044,0.2796167,0.2951,0.21152,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2000-11-11,0.1105667,0.0267,0.04188571,0.34725,0.2318667,0.2713667,0.15156670000000005,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2000-11-18,0.0979,0.012,0.06461429,0.1954857,0.06418333,0.09993333,0.03586,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2000-11-25,0.10035,0.0323,0.09903333,0.3009833,0.1709167,0.16998329999999998,0.2893,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2000-12-02,0.12015,0.13648,0.1356667,0.3235143,0.3191,0.2519714,0.2538,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2000-12-09,0.11875,0.0806,0.04611667,0.2545667,0.18625,0.1658333,0.1824143,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2000-12-16,0.0044,0.08713333,-0.02248571,0.3503429,0.2977,0.3387857,0.3168286,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2000-12-23,0.0632,0.04675,-0.06345714,0.2348667,0.3022429,0.2650143,0.16905710000000002,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-01-01,0.004833333,0.006633333000000001,0.2024143,0.2505857,0.287,0.2547143,0.2285286,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-01-08,0.09436667,0.0958,0.16468329999999998,0.2674333,0.274,0.3021333,0.2035167,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-01-15,0.07435,0.02165,0.17968570000000006,0.2582429,0.1767286,0.17475710000000005,0.1033167,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-01-22,0.0411,0.0514,0.2287714,0.12585710000000006,0.2314429,0.2376,0.1912667,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-01-29,0.00915,0.041225,0.2032571,0.3293857,0.3690714000000001,0.3415,0.2606667,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-02-05,-0.0412,-0.0056,0.1619714,0.1966143,0.2267,0.2335857,0.161,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-02-12,-0.04485,0.0056,0.1674286,0.1485286,0.1571,0.15541429999999998,0.13501670000000002,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-02-19,0.2170333,0.14523329999999998,0.2104571,0.1297571,0.1840429,0.1353714,0.0823,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-02-26,0.4462667,0.3123,0.2732833,0.2245,0.2912833,0.30764,0.2282167,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-03-05,0.2485,0.25445,0.2567143,0.2068714,0.2063286,0.1820429,0.289,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-03-12,0.4229,0.4229,0.1967143,0.2063571,0.2041286,0.2053833,0.1769,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-03-19,0.1274333,0.059925,0.14088570000000006,0.1635429,0.28414290000000003,0.1883429,0.1950333,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-03-26,0.05325,0.2705,0.2178143,0.09465714,0.13225710000000002,0.16238,0.15081670000000005,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-04-02,0.2127,0.1044,0.16288570000000002,0.2615,0.2584,0.2678143,0.3126429,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-04-09,0.08607999999999999,0.30695,0.2761833,0.3438857,0.3762714,0.3827571,0.3709714000000001,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-04-16,0.0728,0.07826667,0.2161286,0.2621286,0.4074857,0.3125429,0.28221430000000003,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-04-23,0.253975,0.05855,0.1131857,0.27337140000000004,0.2288,0.2456143,0.2148429,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-04-30,0.0478,-0.1055,0.17705710000000002,0.3128286,0.2625571,0.2540143,0.179,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-05-07,0.0371,0.0705,0.06374286,0.1962,0.2273286,0.2664571,0.1886,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-05-14,0.1031,0.0941,0.17655710000000002,0.2627,0.3034857,0.3153429,0.31965,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-05-21,0.08607999999999999,0.07736,0.16794289999999998,0.1842429,0.26852859999999995,0.2985857,0.3796667,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-05-28,0.0619,0.0333,0.1659857,0.3187143,0.3874429,0.2999429,0.3029429,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-06-04,0.0312,0.02535,0.1901,0.2539714,0.2467286,0.3635667,0.1819143,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-06-11,0.1235,0.0271,0.2212,0.2198714,0.2173429,0.3170833,0.2989667,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-06-18,-0.02865,-0.01266667,0.1255571,0.05965714,0.1137571,0.1041,0.1082429,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-06-25,0.02185,-0.0601,0.1855857,0.3164571,0.3254143,0.1923,0.2752857,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-07-02,-0.0227,0.09093333,0.1882286,0.2704571,0.2421857,0.2290833,0.1932667,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-07-09,-0.0817,0.0287,0.1808,0.2649857,0.4388429,0.3597167,0.3110571,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-07-16,0.0073,0.06943333,0.1976857,0.1947429,0.3616333,0.3195,0.2050857,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-07-23,-0.0198,0.0057,0.1818,0.2182,0.3259857,0.2911571,0.2526333,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-07-30,0.0287,0.1132,0.14394289999999998,0.1883143,0.1339,0.2371167,0.1956167,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-08-06,0.2467,0.2009,0.1882286,0.2236429,0.2043571,0.2007571,0.2377286,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-08-13,0.08985,0.1278333,0.2051143,0.2658571,0.3664571,0.2821714,0.2735571,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-08-20,0.0172,0.01255,0.2022143,0.2063429,0.2469143,0.2407571,0.1931143,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-08-27,0.1235,0.1542333,0.2011286,0.2331429,0.2646429,0.2280714,0.1999857,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-09-03,-0.0273,0.068075,0.2707857,0.1908714,0.3389429,0.30695,0.2410286,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-09-10,0.1954,0.2356,0.3778571,0.2983,0.4290714,0.3084571,0.2503143,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-09-17,-0.0412,0.04766667,0.1342857,0.35867140000000003,0.3530429,0.3533143,0.34397140000000004,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-09-24,0.0986,0.122075,0.2469286,0.2854,0.31977140000000004,0.3346714000000001,0.3886143,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-10-01,0.16025,0.08955,0.1799714,0.2416857,0.4444,0.3343857,0.2712857,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-10-08,0.0633,0.0633,0.2125857,0.4438,0.5460166999999999,0.4202857,0.3819571,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-10-15,-0.02455,0.1033,0.163,0.3454857,0.3820571,0.3102,0.2971286,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-10-22,-0.0141,0.2121,0.2228286,0.1845,0.2055714,0.1244833,0.2392667,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-10-29,-0.01935,0.05955,0.1600286,0.2066143,0.232,0.2108857,0.2075667,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-11-05,0.0284,0.0086,0.09162857,0.3059714000000001,0.3714,0.3581429,0.2793429,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-11-12,0.0941,0.1127,0.2132,0.2773,0.29697140000000005,0.2773286,0.2303,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-11-19,0.1663,0.189975,0.2337,0.3406429,0.4415714,0.3297,0.3304167,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-11-26,0.21515,0.22615,0.1987,0.30557140000000005,0.3699167,0.3015,0.3613,0.1786492852848485,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-12-03,-0.0468,-0.0406,0.0865,0.2992571,0.35047140000000004,0.3250571,0.2264714,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-12-10,0.0081,0.097475,0.1787714,0.3155714000000001,0.3066429,0.3260333,0.2355333,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-12-17,0.02285,0.05653333,0.05045714,0.2128143,0.1841286,0.2229429,0.2240714,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2001-12-24,0.1814,0.1358667,0.1965111,0.2887889,0.3417,0.29818890000000003,0.3380778,0.17864928528484852,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-01-01,0.05475,0.08103333,0.1423286,0.3686429,0.3800143,0.4057286,0.3484,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-01-08,0.106425,0.29,0.17781670000000002,0.4102667,0.3833333,0.3275833,0.3759167,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-01-15,0.0594,0.0526,0.15628570000000006,0.2780286,0.1976429,0.2410857,0.14565,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-01-22,0.0288,0.06663333,0.1462286,0.1121857,0.1419143,0.1041286,0.1483286,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-01-29,0.17645,0.29600000000000004,,,,0.07905274890783687,0.23878078071808667,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-02-05,-0.0674,0.0468,0.1097286,0.16874289999999995,0.1844286,0.1849167,0.1733286,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-02-12,0.0491,0.092325,0.1978,0.3051,0.3732714,0.29197140000000005,0.2241429,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-02-19,0.0478,0.06175,0.17731429999999998,0.09594286,0.1251714,0.1288,0.1224333,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-02-26,0.0315,0.0962,0.16034289999999998,0.08991429,0.2104143,0.1162,0.17874289999999998,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-03-05,0.042,0.0511,0.2499833,0.266,0.2973833,0.3183667,0.2556,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-03-12,0.0709,0.12545,0.1894857,0.2698143,0.29923330000000004,0.2483857,0.1795,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-03-19,0.1535,0.1688,0.2480857,0.2302,0.2435143,0.2265857,0.2483333,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-03-26,0.1777,0.3167,0.32092859999999995,0.1987,0.2284571,0.2127857,0.27455,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-04-02,-0.0056,0.0013,0.1786,0.1805,0.2763286,0.19708,0.29622859999999995,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-04-09,-0.0263,0.03695,0.11435710000000003,0.2025857,0.2662857,0.2698286,0.1968143,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-04-16,0.1535,0.0355,0.17718570000000006,0.1889286,0.1949429,0.26935,0.2121571,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-04-23,-0.0176,0.0519,0.1116286,0.2485,0.2669286,0.2678429,0.2614143,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-04-30,0.1506,0.1616,0.15365710000000002,0.1977286,0.2570714,0.1703571,0.1418286,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-05-07,0.19375,0.1611,0.17591429999999994,0.1773857,0.2101143,0.2272571,0.17824289999999998,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-05-14,0.1138,0.09725,0.2269286,0.2196143,0.1417,0.1338,0.1096333,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-05-21,0.03345,0.1033,0.2002714,0.2308571,0.2222,0.1921143,0.1776429,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-05-28,0.05325,0.0778,0.1696,0.1881571,0.2386286,0.1764571,0.17491429999999994,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-06-04,0.04185,0.0722,0.1511429,0.2377286,0.3431857,0.3204714,0.2780857,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-06-11,0.05374,0.05743333,0.1113286,0.3284143,0.3916286,0.3862667,0.2591333,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-06-18,-0.0457,0.04446667,0.1528143,0.2119714,0.2252143,0.2212714,0.17351429999999998,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-06-25,0.0214,0.1173,0.1969143,0.1326143,0.2132857,0.17917139999999998,0.2791,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-07-02,-0.009666667,0.0065,0.1649286,0.1193571,0.07624286,0.1015429,0.1266,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-07-09,-0.02455,0.0196,0.2121,0.1511857,0.2129714,0.21602,0.2350667,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-07-16,-0.0638,0.03774,0.1803286,0.1112286,0.1179714,0.10804289999999997,0.07298571,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-07-23,-0.07045,-0.02133333,0.2245429,0.2489857,0.34647140000000004,0.2225,0.2631,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-07-30,-0.0836,0.0278,0.1011714,0.3492714000000001,0.2830571,0.3870143,0.2601714,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-08-06,-0.0006,0.0551,0.2696571,0.3074571,0.3378429,0.3041167,0.2788429,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-08-13,0.0001,0.03865,0.1385286,0.2884,0.3608429,0.3771571,0.3059,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-08-20,0.0776,-0.0772,0.1704,0.29505,0.3092667,0.345425,0.31354,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-08-27,0.0009,-0.00445,0.1185286,0.2508571,0.3224714,0.3045429,0.2694429,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-09-03,0.0895,0.0648,0.16375710000000002,0.2494571,0.1908857,0.2290143,0.1319714,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-09-10,0.033,-0.02545,0.2399571,0.3234,0.1907714,0.3075429,0.2941714,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
2002-09-17,0.04995,0.01655,0.14098570000000002,0.3386714000000001,0.3838714,0.3274143,0.3472571,0.17864928528484847,0.5,1.17,1.8,77.27142857140001,1.17,14.4171428571,11.4285714286,26.25,10.4,20.6,,,,,,,,,,,,,,,,,,,,,,
