,sj_ndvi_ne,sj_ndvi_nw,sj_ndvi_sw,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,sj_ndvi_se,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,iq_ndvi_ne,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_station_max_temp_c,iq_station_precip_mm,sj_precipitation_amt_mm,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_relative_humidity_percent,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,sj_station_precip_mm,iq_precipitation_amt_mm,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_relative_humidity_percent,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_specific_humidity_g_per_kg,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_min_temp_c
1992-07-01,0.1194,0.1439,0.1684714,0.2284143,,,0.1693286,300.17714285700004,300.37857142900003,296.275714286,301.8,298.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,10.74,10.0,79.33428571430001,10.74,17.6671428571,2.27142857143,29.228571428600002,6.6428571428600005,33.3,25.6,3.1,1020838976.9882303,1753022290.9529333,310172233.02271134,1020838976.9882303,83882723.0168559,-174106278.2077378,23094939.333120808,15292202.437683254,178612706.30454564
1992-07-08,0.3572667,0.192,0.1530714,,,,0.14685710000000002,300.285714286,300.564285714,296.198571429,302.2,298.7,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,1.86,5.4,78.4971428571,1.86,17.5685714286,2.78571428571,28.728571428600002,6.61428571429,32.8,24.4,1.8,1013528917.1375906,1740486945.759772,307953925.8420749,1013528917.1375906,83282753.5844195,-172861864.33496034,22929625.597466454,15182637.338145189,177335121.61070228
1992-07-15,0.112,0.1255,0.1825333,0.3210571,,,0.14214000000000002,299.79,299.828571429,296.052857143,301.8,298.0,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,94.14,46.1,80.15,94.14,17.43,2.0,27.6285714286,6.04285714286,31.7,23.9,45.2,1006253838.0913413,1728011500.992915,305746220.6067493,1006253838.0913413,82685651.83438563,-171623394.196794,22765102.625997573,15073596.82777929,176063643.70078316
1992-07-22,-0.1396,0.05918,0.1288714,0.3210571,,,0.13712860000000002,299.227142857,299.37142857099997,295.875714286,301.1,298.0,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,33.51,69.04,81.9842857143,33.51,17.2485714286,2.02857142857,27.5571428571,6.85714285714,31.7,23.3,41.0,999013655.9522672,1715595813.1919696,303549091.9211539,999013655.9522672,82091410.89698806,-170390853.564648,22601368.52290654,14965079.64773335,174798257.94477865
1992-07-29,0.0539,0.1261333,0.14991429999999994,0.2410286,,,0.13377139999999998,299.025714286,299.107142857,295.745714286,300.8,297.7,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,31.12,58.8,82.3457142857,31.12,17.1142857143,1.81428571429,27.971428571399997,6.92857142857,32.2,22.8,14.2,991808286.8231547,1703239738.8965456,301362514.3897079,991808286.8231547,81500023.90246068,-169164228.20993155,22438421.392386287,14857084.539155431,173538949.71267954
1992-08-05,0.152675,0.173275,0.14505710000000002,0.3210571,,,0.15004289999999998,299.755714286,299.914285714,296.158571429,301.5,297.6,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,59.22,27.1,80.7842857143,59.22,17.5471428571,2.42857142857,28.0714285714,6.1,31.7,23.3,16.6,984637646.8067887,1690943134.6462505,299186462.6168307,984637646.8067887,80911483.98103717,-167943503.9040539,22276259.33862917,14749610.243193243,172285704.3744763
1992-08-12,0.16395,0.12665,0.2192714,0.3720286,,,0.2150571,299.215714286,299.221428571,296.007142857,301.3,297.8,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,65.55,81.8,82.75,65.55,17.4157142857,1.95714285714,27.6714285714,7.55714285714,31.7,22.8,41.9,977501652.005955,1678705856.9806936,297020911.2069409,977501652.005955,80325784.26295139,-166728666.41842425,22114880.465827674,14642655.500994734,171038507.30015975
1992-08-19,0.1146,0.1368,0.1925714,0.3210571,,,0.1855857,299.491428571,299.73571428599996,296.214285714,301.9,298.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,68.22,61.6,82.3171428571,68.22,17.6014285714,2.24285714286,28.214285714299997,6.92857142857,33.9,24.4,42.7,970400218.5234388,1666527762.4394822,294865834.7644578,970400218.5234388,79742917.87843713,-165519701.5244518,21954282.878174514,14536219.0537078,169797343.85972017
1992-08-26,0.0875,0.0817,0.2217571,0.2284143,,,0.1799429,300.067142857,300.157142857,296.05714285700003,302.2,298.1,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,27.7,28.9,78.86428571430001,27.7,17.4585714286,2.42857142857,28.271428571399998,6.82857142857,32.2,23.9,3.1,963333262.4620266,1654408707.5622263,292721207.89380145,963333262.4620266,79162877.95772836,-164316594.99354577,21794464.67986235,14430299.642480418,168562199.42314842
1992-09-02,-0.02665,0.2175,0.12565710000000002,,,,0.1240143,300.108571429,300.157142857,296.17571428599996,302.0,298.4,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,61.55,34.36,79.2042857143,61.55,17.564285714300002,2.2,28.728571428600002,7.485714285710001,34.4,24.4,6.5,956300699.924503,1642348548.8885329,290587005.1993902,956300699.924503,78585657.63105868,-163119332.59711534,21635423.97508362,14324896.008460324,167333059.360435
1992-09-09,0.123975,0.1768,0.2148286,0.2410286,,,0.2357429,299.727142857,299.757142857,295.937142857,302.2,298.2,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,21.34,87.2,79.93,21.34,17.3528571429,2.02857142857,28.028571428600006,6.54285714286,32.2,23.9,23.6,949302447.0136534,1630347142.9580112,288463201.28564286,949302447.0136534,78011250.02866197,-161927900.10656986,21477158.86803089,14220006.89279548,166109909.04157045
1992-09-16,0.0519,0.07226667,0.1588143,0.2284143,,,0.1775714,299.978571429,300.071428571,296.111428571,302.2,298.4,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,41.32,32.6,79.52571428569999,41.32,17.5414285714,2.34285714286,28.1428571429,7.085714285710001,32.8,23.9,28.9,942338419.832264,1618404346.310269,286349770.7569797,942338419.832264,77439648.28077199,-160742283.29331836,21319667.462896675,14115631.03663377,164892733.83654553
1992-09-23,0.1435,0.1435,0.2122714,0.17874289999999998,,,0.1984,299.292857143,299.37857142900003,296.281428571,301.4,297.9,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,95.55,116.79,83.7,95.55,17.7514285714,2.04285714286,27.5571428571,7.24285714286,32.8,23.3,60.9,935408534.48312,1606520015.484916,284246688.2178191,935408534.48312,76870845.5176227,-159562467.92877012,21162947.863873884,14011767.181123145,163681519.11535075
1992-09-30,0.1972,0.12715,0.09435,0.28221430000000003,,,0.15813329999999998,299.624285714,299.707142857,296.13,302.3,297.6,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,97.7,34.2,81.2971428571,97.7,17.6042857143,2.3,27.971428571399997,7.22857142857,33.3,23.3,22.6,928512707.0690064,1594694007.021559,282153928.2725804,928512707.0690064,76304834.86944771,-158388439.78433442,21006998.1751547,13908414.067411352,162476250.2479766
1992-10-07,0.137225,0.10745,0.1911,0.2284143,,,0.17718570000000006,300.267142857,300.328571429,296.424285714,302.8,298.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,23.1,19.4,79.7371428571,23.1,17.8971428571,3.25714285714,28.8857142857,7.8,35.0,23.9,0.0,921650853.6927097,1582926177.4598079,280071465.525683,921650853.6927097,75741609.46648091,-157220184.63142034,20851816.500931934,13805570.436646353,161276912.60441384
1992-10-14,0.3371,0.1979,0.1832286,0.2410286,,,0.19458570000000006,300.11857142900004,300.228571429,295.892857143,302.6,297.7,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,18.95,11.3,77.83428571430001,18.95,17.3085714286,2.97142857143,29.157142857100002,7.114285714289999,33.3,25.0,8.0,914822890.4570148,1571216383.33927,277999274.5815458,914822890.4570148,75181162.43895614,-156057688.2414373,20697400.94539796,13703235.029976066,160083491.55465302
1992-10-21,-0.0156,0.0312,0.1129833,0.1824143,,,0.1042167,299.848571429,299.914285714,295.645714286,301.6,298.4,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,12.18,21.5,77.8757142857,12.18,17.0442857143,2.51428571429,28.657142857100002,7.45714285714,32.8,23.9,11.9,908028733.4647068,1559564481.1995547,275937330.04458755,908028733.4647068,74623486.91710712,-154900936.38579434,20543749.612745434,13601406.588548303,158895972.46868467
1992-10-28,0.1242,0.1254,0.1124286,0.3886143,,,0.1156,299.802857143,299.842857143,295.805714286,302.3,297.0,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,80.58,25.0,78.91,80.58,17.247142857100002,3.02857142857,28.6714285714,7.285714285710001,33.3,23.9,18.6,901268298.8185723,1547970327.5802696,273885606.5192287,901268298.8185723,74068576.03116778,-153749914.83590066,20390860.607167095,13500083.853511088,157714340.71649954
1992-11-04,0.0866,0.1209667,0.2498571,0.3210571,,,0.2244429,299.80714285700003,299.85,296.27,301.5,298.5,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,64.0,27.7,81.0528571429,64.0,17.73,2.0714285714300003,28.3857142857,7.7,33.3,22.2,14.2,894541502.6213955,1536433779.0210235,271844078.6098875,894541502.6213955,73516422.9113718,-152604609.36316553,20238732.032855324,13399265.56601214,156538581.66808805
1992-11-11,0.118,0.1422,0.0668,0.28221430000000003,,,0.08945,299.041428571,299.207142857,295.07428571400004,300.9,297.4,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,40.06,31.72,79.0128571429,40.06,16.481428571400002,2.41428571429,27.5428571429,6.84285714286,31.7,22.8,161.0,887848260.975963,1524954692.061425,269812720.92098266,887848260.975963,72967020.68795305,-151465005.73899832,20087361.9940027,13298950.467199448,155368680.69344088
1992-11-18,0.0764,0.05613333,0.06401429,0.2761,,,0.1343714,298.342857143,298.285714286,294.652857143,300.6,296.6,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,43.44,49.97,80.2557142857,43.44,16.067142857100002,1.82857142857,26.6857142857,7.0,31.1,22.2,26.1,881188489.9850601,1513532923.241083,267791508.0569348,881188489.9850601,72420362.49114537,-150331089.73480794,19936748.594801925,13199137.298220884,154204623.1625487
1992-11-25,0.0971,0.1026333,0.1198286,0.2284143,,,0.16171429999999998,298.664285714,298.742857143,296.041428571,301.1,296.9,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,47.42,128.1,85.5871428571,47.42,17.5285714286,2.0,27.4,6.77142857143,32.8,23.3,46.3,874562105.7514725,1502168329.0996046,265780414.62216184,874562105.7514725,71876441.45118254,-149202847.12200382,19786889.939445607,13099824.800224323,153046394.44540212
1992-12-02,0.1083,0.074125,0.15275,0.3886143,,,0.17506670000000002,298.46,298.55,295.25285714299997,300.6,297.0,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,53.73,54.8,82.6485714286,53.73,16.678571428599998,1.92857142857,26.6285714286,7.24285714286,31.1,22.2,62.6,867969024.377985,1490860766.1765995,263779415.22108355,867969024.377985,71335250.69829832,-148080263.6719951,19637784.132126093,13001011.714357693,151893979.91199148
1992-12-09,0.0547,0.1099,0.2159667,0.28221430000000003,,,0.1981571,298.734285714,298.914285714,294.65,300.5,297.5,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,86.28,19.23,78.3114285714,86.28,16.0242857143,2.11428571429,26.9142857143,7.185714285710001,31.1,22.2,9.4,861409161.9673831,1479610091.0116751,261788484.4581187,861409161.9673831,70796783.36272648,-146963325.15619105,19489429.27703601,12902696.781768784,150747364.9323076
1992-12-16,0.17315,0.066425,0.1941286,,,,0.1923429,298.285714286,298.507142857,293.828571429,300.7,296.4,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,24.94,76.66142857140001,0.0,15.251428571400002,2.64285714286,26.6857142857,8.385714285710003,32.2,21.7,47.5,854882434.6224533,1468416160.1444414,259807596.93768692,854882434.6224533,70261032.57470104,-145852017.3460008,19341823.4783682,12804878.743605591,149606534.8763412
1992-12-23,-0.01008,0.06821667,0.0733125,0.1824143,,,0.0869,297.172857143,297.35,292.8,299.1,296.1,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,23.8,76.7571428571,0.0,14.3242857143,1.92857142857,25.9142857143,6.4857142857099985,29.4,21.7,5.5,848388758.4459803,1457278830.1145046,257836727.26420718,848388758.4459803,69727991.46445557,-144746326.01283357,19194964.840314895,12707556.341015942,148471475.11408255
1993-01-01,0.1199,,,,,,0.1786492852848485,299.11105523355127,299.22289464713486,295.1101091033031,301.3483293556086,297.26825775656323,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,48.801289035359396,36.322611632938276,81.25866068401464,48.801289035359396,15.166313958200842,1.7944435319348704,26.19664727223516,5.787044196860973,30.203125010955066,22.02777500645911,3.8046144606457846,840088176.1830513,1443042343.4925232,255317431.2015206,840088176.1830513,69046623.40577324,-143332952.75426438,19007241.40906875,12583153.792621423,147020567.81702012
1993-01-08,0.02835,0.04366667,0.04645714,0.2761,,,0.07865714,297.467142857,297.55,294.15,299.4,296.1,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,46.79,41.9,81.8785714286,46.79,15.52,1.9,25.8714285714,6.5,30.6,21.7,28.0,833669730.4918787,1432033848.0965736,253369364.10093397,833669730.4918787,68519750.04806633,-142240045.65305385,18862083.447755806,12486959.54422466,145898642.36034432
1993-01-15,0.03006667,0.03785,0.1092,0.1824143,,,0.13188570000000002,297.331428571,297.342857143,293.06857142900003,299.2,296.2,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,27.5,77.1442857143,0.0,14.4671428571,1.71428571429,24.5,7.04285714286,28.3,20.6,23.5,827284060.3068871,1421081482.1680646,251431231.4046764,827284060.3068871,67995563.7960506,-141152708.27778235,18717666.417975992,12391256.795173109,144782439.12734565
1993-01-22,0.0054,0.11345,0.2200286,,,,0.2260571,297.401428571,297.62857142900003,293.075714286,299.5,296.2,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,11.2,76.9842857143,0.0,14.49,2.2,24.8571428571,7.12857142857,30.0,20.0,6.6,820931081.7308618,1410185102.246604,249503007.71716714,820931081.7308618,67474057.77995971,-140070926.39985913,18573988.423921824,12296044.286614574,143671943.48801458
1993-01-29,0.06613333,0.05705,0.1473833,0.3886143,,,0.1303667,296.967142857,297.12857142900003,292.841428571,299.2,295.5,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,21.8,77.8628571429,0.0,14.3071428571,2.08571428571,24.4,6.1,28.9,20.0,15.2,814610710.866588,1399344564.8718,247584667.6428255,814610710.866588,66955225.13002762,-138994685.7906934,18431047.56978581,12201320.759697009,142567140.81234163
1993-02-05,0.047425,0.02253333,0.09468571,0.28221430000000003,,,0.09238571,297.624285714,297.685714286,294.032857143,300.4,295.6,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,75.97,26.3,80.61,75.97,15.4528571429,2.08571428571,26.6714285714,7.64285714286,31.7,19.4,9.4,808322863.8168521,1388559726.583262,245676185.78607124,808322863.8168521,66439058.976488136,-137923972.2216943,18288841.95976074,12107084.955568362,141468016.47031763
1993-02-12,0.2738,0.0558,0.2047857,0.3210571,,,0.2020857,296.594285714,296.8,292.87142857099997,299.7,294.7,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,14.3,79.8257142857,0.0,14.385714285699999,2.34285714286,25.4285714286,6.74285714286,30.0,20.6,2.1,802067456.684439,1377830443.920598,243777536.75132227,802067456.684439,65925552.44957493,-136858771.4642711,18147369.698039085,12013335.615376428,140374555.83193305
1993-02-19,0.11086669999999997,0.173375,0.2274143,0.3886143,,,0.2375143,297.76,297.971428571,293.342857143,299.6,296.4,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,14.71,7.2,76.5328571429,14.71,14.7528571429,2.48571428571,26.271428571399998,8.1,31.7,20.6,2.8,795844405.5721341,1367156573.423416,241888695.14299905,795844405.5721341,65414698.67952198,-135799069.289833,18006628.888813347,11920071.48026913,139286744.26717845
1993-02-26,0.112,0.1339,0.2615857,,,,0.2699286,296.768571429,296.87142857099997,292.301428571,300.1,294.6,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,21.5,76.2171428571,0.0,13.8271428571,2.77142857143,25.7,7.3,32.2,20.6,5.5,789653626.5827233,1356537971.6313252,240009635.56551984,789653626.5827233,64906490.796563014,-134744851.4697892,17866617.6362762,11827291.291394357,138204567.14604458
1993-03-05,0.1744667,0.1338,0.1399167,0.3210571,,,0.1584833,297.01428571400004,297.242857143,291.911428571,299.7,295.2,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,1.8,73.2257142857,0.0,13.4942857143,2.8,25.5714285714,8.15714285714,30.0,21.1,2.3,783495035.8189917,1345974495.0839338,238140332.62330386,783495035.8189917,64400921.93093178,-133696103.77554901,17727334.04462014,11734993.78989999,137128009.83852184
1993-03-12,0.09403333,0.214,0.2538286,0.3210571,,,0.2035714,296.42571428599996,296.642857143,290.775714286,298.9,294.1,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,2.7,70.6457142857,0.0,12.5828571429,2.48571428571,24.9,7.614285714289999,29.4,19.4,2.5,777368549.3837249,1335466000.32085,236280760.92077085,777368549.3837249,63897985.21286208,-132652811.97852153,17588776.218037717,11643177.716933873,136057057.71460092
1993-03-19,-0.0411,-0.0436,0.1717714,0.28221430000000003,,,0.17253329999999995,297.85571428599997,298.01428571400004,293.69285714299997,300.4,295.5,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,9.68,10.5,77.7842857143,9.68,15.0642857143,2.68571428571,26.9285714286,8.47142857143,33.3,21.1,0.5,771274083.379709,1325012343.881682,234430895.06234002,771274083.379709,63397673.77258791,-131614961.85011595,17450942.260721825,11551841.813644014,134991696.1442725
1993-03-26,0.03225,0.10315,0.20418570000000005,0.2410286,,,0.1850143,297.585714286,297.671428571,293.222857143,299.8,296.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,27.0,13.0,76.8485714286,27.0,14.648571428599999,2.2571428571400003,26.1428571429,7.52857142857,31.1,20.6,12.8,765211553.9097289,1314613382.3060389,232590709.65243003,765211553.9097289,62899980.740342915,-130582539.16174158,17313830.276864566,11460984.821178194,133931910.49752714
1993-04-02,0.1194,0.08853333,0.1174286,0.2284143,,,0.1404714,297.34,297.44285714299997,293.812857143,299.4,295.7,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,0.0,20.27,80.7957142857,0.0,15.2,2.14285714286,26.8857142857,7.62857142857,32.8,22.2,4.1,759180877.0765706,1304268972.1335287,230760179.29546002,759180877.0765706,62404899.24636091,-129555529.68480764,17177438.37065886,11370605.48068434,132877686.14435528
1993-04-09,0.1286333,0.0423,0.2082143,,,,0.19036670000000006,297.745714286,297.892857143,293.75285714299997,300.1,296.2,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,7.49,14.2,78.5642857143,7.49,15.1628571429,2.3571428571400004,27.2,7.714285714289999,32.8,21.1,4.6,753181968.9830188,1293978969.9037602,228939278.59584948,753181968.9830188,61912422.420875706,-128533919.1907233,17041764.646297008,11280702.533310324,131829008.4547477
1993-04-16,-0.0158,0.01885,0.0834,0.2410286,,,0.068,298.012857143,298.0,294.065714286,300.1,295.9,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,19.74,23.2,78.9614285714,19.74,15.5,3.05714285714,27.0714285714,7.785714285710001,33.3,22.2,11.7,747214745.7318596,1283743232.1563416,227127982.1580174,747214745.7318596,61422543.394121125,-127517693.4508977,16906807.207971863,11191274.720204059,130785862.79869498
1993-04-23,0.0828,0.0788,0.1317,0.2410286,,,0.13345710000000002,297.528571429,297.742857143,294.07285714299996,300.1,294.5,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,114.85,63.49,81.27142857140001,114.85,15.488571428599998,2.77142857143,25.8714285714,7.44285714286,31.1,21.7,8.4,741279123.4258789,1273561615.4308815,225326264.58638346,741279123.4258789,60935255.29633105,-126506838.2367402,16772564.15987581,11102320.782513443,129748234.54618767
1993-04-30,0.17315,0.09256667,0.1252286,,,,0.1315167,298.591428571,298.69285714299997,295.194285714,300.4,297.0,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,33.35,34.3,81.6557142857,33.35,16.5971428571,2.47142857143,27.485714285700002,8.385714285710003,32.8,22.2,28.3,735375018.1678613,1263433976.266988,223534100.485366,735375018.1678613,60450551.25773913,-125501339.31965989,16639033.606201477,11013839.461386263,128716109.0672164
1993-05-07,0.07965,0.06415,0.12915710000000002,0.3886143,,,0.1547429,298.152857143,298.185714286,295.26,300.1,296.9,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,37.35,40.7,84.0814285714,37.35,16.6585714286,1.85714285714,26.9428571429,6.27142857143,32.2,22.2,114.3,729502346.0605924,1253360171.20427,221751464.45938456,729502346.0605924,59968424.40857922,-124501182.47106615,16506213.651141316,10925829.497970492,127689471.73177162
1993-05-14,0.07305,0.052000000000000005,0.1070286,0.3210571,,,0.1074857,297.671428571,297.69285714299997,294.847142857,300.4,296.1,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,34.9,142.4,84.52142857140001,34.9,16.2671428571,2.5,26.471428571399997,6.0,31.1,22.8,18.3,723661023.2068585,1243340056.7823355,219978331.1128586,723661023.2068585,59488867.87908526,-123506353.46236792,16374102.398888215,10838289.63341406,126668307.90984422
1993-05-21,0.1769,0.0901,0.1866833,0.3210571,,,0.1792,298.604285714,298.721428571,295.32428571400004,301.2,296.4,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,14.84,55.67,82.4357142857,14.84,16.8571428571,2.2142857142900003,28.228571428600002,7.22857142857,33.9,23.3,4.6,717850965.7094449,1233373489.5407934,218214675.05020678,717850965.7094449,59011874.79949093,-122516838.06497471,16242697.953634463,10751218.608864795,125652602.9714246
1993-05-28,0.01645,0.10485,0.0644,0.3210571,,,0.05147143,299.364285714,299.37857142900003,296.67571428599996,301.8,297.6,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,78.17,100.2,85.3985714286,78.17,18.185714285699998,2.27142857143,28.9428571429,7.22857142857,33.9,23.3,32.1,712072089.6711364,1223460326.0192518,216460470.87584865,712072089.6711364,58537438.30002999,-121532622.05029553,16111998.419572763,10664615.165470537,124642342.28650334
1993-06-04,0.00305,0.0506,0.1761,0.2284143,,,0.1981857,298.844285714,298.914285714,296.451428571,301.4,297.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,62.2,93.2,86.9,62.2,17.9514285714,1.9142857142900005,27.6428571429,5.88571428571,31.1,22.8,58.3,706324311.1947194,1213600422.7573195,214715693.19420367,706324311.1947194,58065551.51093643,-120553691.18973964,15982001.900895685,10578478.044379305,123637511.22507119
1993-06-11,0.1206,0.073575,0.14848570000000005,,,,0.1537714,300.658571429,300.73571428599996,296.978571429,302.8,298.5,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,8.48,20.2,80.6157142857,8.48,18.4914285714,2.64285714286,29.9,7.385714285710001,34.4,25.0,1.3,700607546.3829788,1203793636.2946045,212980316.60969025,700607546.3829788,57596207.56244393,-119580031.2547163,15852706.501795761,10492805.986738868,122638095.15711862
1993-06-18,0.0828,0.0785,0.2193714,,,,0.2209429,299.184285714,299.26428571400004,295.742857143,301.0,297.7,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,30.65,55.5,81.4928571429,30.65,17.13,2.1,27.728571428600002,6.78571428571,32.2,23.3,57.9,694921711.3387004,1194039823.170715,211254315.726728,694921711.3387004,57129399.584786266,-118611628.0166347,15724110.326465525,10407597.733697157,121644079.45263626
1993-06-25,0.0374,0.13996670000000005,0.1343571,0.1824143,,,0.1681714,299.521428571,299.492857143,296.294285714,301.8,297.5,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,93.75,74.0,82.6085714286,93.75,17.7128571429,1.95714285714,27.342857142899998,6.97142857143,33.3,22.2,60.4,689266722.1646696,1184338839.9252603,209537665.14973572,689266722.1646696,56665120.70819728,-117648467.24690406,15596211.479097582,10322852.026402045,120655449.48161472
1993-07-02,0.1237667,0.1522,0.2187714,0.1824143,,,0.2154143,299.70428571400004,299.842857143,296.51,301.6,298.2,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,8.49,27.5,82.8328571429,8.49,17.9228571429,2.0,28.842857142899998,5.87142857143,32.8,25.0,7.2,683642494.9636718,1174690543.0978487,207830339.48313332,683642494.9636718,56203364.062910825,-116690534.71693358,15469008.063884601,10238567.606001478,119672190.61404459
1993-07-09,0.0689,0.09593333,0.1590429,0.2410286,,,0.1463429,299.567142857,299.62857142900003,296.03,301.6,297.5,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,37.28,72.8,81.1485714286,37.28,17.407142857100002,1.88571428571,28.2428571429,6.84285714286,32.8,24.4,21.0,678048945.838493,1165094789.228088,206132313.33133927,678048945.838493,55744122.77916066,-115737816.19813246,15342498.18501909,10154743.213643271,118694288.21991651
1993-07-16,0.0375,0.09203333,0.2203714,0.2761,,,0.1833571,299.58428571400003,299.707142857,296.055714286,301.9,297.7,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,73.94,67.7,81.2157142857,73.94,17.46,2.5,27.8857142857,6.52857142857,32.2,22.2,92.2,672485990.8919181,1155551434.855587,204443561.2987731,672485990.8919181,55287389.987180606,-114790297.46190995,15216679.9466936,10071377.590475362,117721727.66922106
1993-07-23,0.1204,0.1826,0.1923714,0.2410286,,,0.16658570000000006,299.891428571,299.964285714,295.94,302.0,298.3,0.2670150960383387,296.74,298.45,295.184285714,307.3,293.1,32.5,3.0,4.81,29.4,79.15,4.81,17.317142857100002,2.47142857143,28.5,7.25714285714,33.3,24.4,13.0,666953546.226733,1146060336.5199542,202764057.98985386,666953546.226733,54833158.81720446,-113847964.27967525,15091551.453100666,9988469.47764559,116754494.33194871
