,sj_ndvi_ne,sj_ndvi_nw,sj_ndvi_sw,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,sj_ndvi_se,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_station_max_temp_c,iq_station_precip_mm,sj_precipitation_amt_mm,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_relative_humidity_percent,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,sj_station_precip_mm,iq_ndvi_ne,iq_precipitation_amt_mm,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_relative_humidity_percent,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_specific_humidity_g_per_kg,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_min_temp_c
2002-12-17,-0.043,-0.12895,0.2088,0.1839143,0.2707143,0.2090286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-24,0.0358,-0.2528,0.1369286,0.1364,0.1718286,0.1895857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-01,-0.07195,-0.04525,0.1757143,0.3004143,0.3291857,0.31842859999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-08,-0.2,-0.07096667,0.1824833,0.4024429,0.4149286,0.4697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-15,0.0466,0.008225,0.2266286,0.16946670000000005,0.2915429,0.3012857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-22,0.05374,0.071375,0.1565714,0.2602714,0.2069286,0.2895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-29,0.0214,0.0542,0.1010286,0.1406286,0.1913857,0.1834429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-05,0.0567,0.0702,0.1746714,0.08642857,0.1368,0.15671429999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-12,-0.0457,-0.09663333,0.2225,0.2284143,0.2521143,0.28647140000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-19,0.0015,-0.03445,0.1584857,0.13551429999999998,0.10365710000000003,0.13371429999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-26,-0.03046667,-0.0001,0.15611670000000002,0.2366333,0.22915,0.2072833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-05,-0.20635,-0.141,0.29982859999999995,0.13895710000000006,0.2340571,0.1851429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-12,0.02535,0.0481,0.1365286,0.19028570000000006,0.1589429,0.1636286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-19,-0.05203333,0.014219999999999997,0.1822714,0.2251571,0.2191714,0.2485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-26,-0.1169,-0.091575,0.1867714,0.2694571,0.1268571,0.2059143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-02,0.0925,-0.05085,0.1214286,0.26277140000000004,0.2065,0.2886857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-09,0.12815,0.09896667,0.1395429,0.1842,0.1931286,0.2087857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-16,-0.0141,-0.0029,0.09557143,0.2182286,0.1998714,0.2621429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-23,-0.078,-0.1252,0.1594714,0.2531714,0.28522859999999994,0.2931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-30,0.0681,0.0355,0.2120714,0.3769143,0.2636143,0.3348429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-07,-0.0477,0.072125,0.2382143,0.1501,0.1834667,0.1477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-14,0.01485,-0.0432,0.1725429,0.1847,0.2614571,0.2688857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-21,0.0315,0.0041,0.1243571,0.16695,0.1843,0.17074289999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-28,-0.0457,-0.007566666999999998,0.17805710000000002,0.1987,0.2537286,0.2544571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-04,0.1045,0.06276667,0.175,0.1213143,0.1923143,0.2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-11,0.05063333,0.055875,0.09871429,0.3539833,0.2658571,0.2809143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-18,0.0675,0.0484,0.13698570000000002,0.2755,0.3547571,0.2723143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-25,-0.1798,-0.05245,0.1597286,0.2322667,0.1737714,0.1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-02,-0.0853,0.02575,0.2085571,0.1715857,0.3099429,0.2584286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-09,-0.03046667,0.29600000000000004,0.175,0.1629714,0.1541286,0.1611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-16,-0.05675,-0.1126667,0.1869,0.16885,0.15908570000000002,0.2314714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-23,0.1045,0.0661,0.1561714,0.1630714,0.2880286,0.2774571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-30,0.04995,-0.03565,0.192,0.15621429999999994,0.1743286,0.2188143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-06,0.0785,0.03633333,0.2106714,0.1746429,0.2174143,0.2323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-13,0.0348,0.0317,0.2039857,0.17111429999999994,0.2337429,0.2638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-20,0.0726,0.0519,0.1578143,0.3624833,0.3566143,0.3855286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-27,-0.0006,0.1,0.1603571,0.2122,0.2508143,0.2652143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-03,-0.03046667,,0.2409286,0.2863143,0.2101857,0.2659857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-10,0.09445,-0.01352,0.2419286,0.2028714,0.1952571,0.2701857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-17,-0.0939,0.086425,0.2247429,0.2609857,0.3164571,0.3851571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-24,-0.0874,0.09725,0.2119143,0.3545167,0.3276714000000001,0.3920429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-01,-0.07055,0.0151,0.2088143,0.2371143,0.2290286,0.2321714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-08,0.0204,0.03275,0.1103714,0.1963833,0.2257571,0.2349286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-15,0.0161,0.0371,0.2677286,0.2288429,0.2752,0.2871143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-22,-0.0416,0.0553,0.1281714,0.3795,0.4249429,0.4324429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-29,0.0892,0.00035,0.08811429,0.1314714,0.11535710000000003,0.1212714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-05,-0.0529,0.1635,0.1248,0.3269571,0.3912143,0.4190429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-12,0.06925,0.055375,0.07488571,0.3246,0.2498,0.3244714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-19,-0.21795,0.015,0.13501429999999998,0.2816571,0.2466667,0.3012571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-26,-0.07015,-0.037775,0.2084571,0.2452,0.3094571,0.29532859999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-03,-0.00305,0.0534,0.1174857,0.3180571,0.32877140000000005,0.3696429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-10,-0.1476,-0.1538,0.1077714,0.24435,0.3519,0.3588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-17,-0.03753333,-0.0526,0.1977429,0.2244,0.1361143,0.13631429999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-24,0.02085,-0.0398,0.1479444,0.2306556,0.2676444000000001,0.26477779999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-01,-0.2683,-0.1237,0.17654289999999995,0.1989667,0.2445571,0.1879571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-08,-0.0731,0.0172,0.2224429,0.30885,0.2086286,0.25901430000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-15,-0.0006,0.0026,0.2899,0.29844,0.30672,0.34024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-22,-0.18635,-0.178625,0.01025,0.3365286,0.2566,0.3441143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-29,-0.0535,-0.108,0.2804143,0.2351857,0.1964857,0.2055429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-05,0.0009,-0.0489,0.2169857,0.0993,0.11285710000000003,0.1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-12,-0.0423,0.0231,0.1925571,0.2987571,0.3127143,0.30482859999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-19,-0.1567,-0.0768,0.1494,0.1670429,0.1970286,0.2225143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-26,0.05716667,0.052025,0.1584429,0.3352333,0.2176286,0.3000286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-04,-0.0638,0.0905,0.2357714,0.2086571,0.1715,0.1935714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-11,-0.0505,0.02825,0.1538,0.2140167,0.33865,0.3110429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-18,0.0514,,0.0116,0.4247833,0.3514143,0.3465286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-25,-0.40625,0.07343333,0.1322667,0.19872,0.02988,0.29015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-01,-0.0904,0.023175,0.15838570000000002,0.138,0.1862333,0.1294333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-08,0.4934,0.1412,0.2740857,0.3348429,0.2791571,0.3612714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-15,0.0061,0.0162,0.1820857,0.1958286,0.1747,0.1882286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-22,-0.0939,-0.04705,0.27202859999999995,0.3308,0.2340333,0.25494290000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-29,-0.0904,-0.08976667,0.15538329999999995,0.16376670000000002,0.1911833,0.32662859999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-06,0.05286667,,0.1181333,0.12154289999999998,0.1904143,0.1225333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-13,-0.0904,0.118525,0.21006,0.1522333,0.15983329999999998,0.1769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-20,0.05286667,0.06016667,0.1297857,0.18515,0.1942,0.2483167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-27,-0.02563333,-0.008066667,0.1588,0.07784286,0.1931714,0.1023286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-03,-0.07055,-0.02854,0.11324289999999998,0.1170667,0.1967857,0.1106143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-10,0.0218,-0.0441,0.17824289999999998,0.2350833,0.16695710000000002,0.2119714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-17,0.017425,0.07493999999999999,0.1337429,0.191,0.2340429,0.3255143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-24,0.0101,-0.00385,0.1702143,0.15354289999999998,0.13282860000000002,0.1970429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-01,-0.0505,0.0083,0.14474289999999998,0.3249286,0.1978,0.1967571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-08,-0.0267,-0.01173333,0.17511429999999995,0.3013857,0.27937140000000005,0.33554290000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-15,-0.0529,-0.101,0.14984289999999995,0.2737667,0.2338,0.1532429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-22,0.0674,0.08983333,0.14874289999999998,0.2995,0.2177,0.2849857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-29,-0.0117,-0.05443333,0.1573,0.1555,0.2203,0.2542571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-05,0.0058,0.0327,0.1838143,0.2659571,0.2185286,0.2375571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-12,0.0374,0.1084,0.17741429999999994,0.227,0.1685286,0.2957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-19,-0.0164,-0.021875,0.1706,0.3286429,0.2767714000000001,0.3885143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-26,0.0996,0.0633,0.1094286,0.2609286,0.2330143,0.2997857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-02,0.0414,0.0498,0.1992,0.3720286,0.3420143,0.2845857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-09,0.1076,0.074925,0.09598571,0.15128,0.1108143,0.1174857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-16,0.04015,-0.07753333,0.13944289999999998,0.2102286,0.2273429,0.32515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-23,-0.0457,-0.06745,0.2332,0.3207286,0.15958570000000002,0.33252859999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,0.033475,0.007625,0.1786333,0.2193,0.2612571,0.3283857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-07,-0.0168,0.02526667,0.05836667,0.1862429,0.3057286,0.2577429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-14,0.3255,0.09375,0.2138714,0.2841714,0.3764143,0.3553429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-21,0.0969,0.07463333,0.0797,0.1996667,0.3036857,0.2235571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-28,0.0802,0.08800000000000001,0.1182286,0.2312286,0.2604,0.31977140000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-04,0.1337,0.1288,0.1911143,0.3245571,0.2727429,0.3656714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-11,0.0199,-0.00135,0.06477143,0.3154143,0.2708571,0.3742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-18,0.3274,-0.0064,0.1364714,0.1945,0.1909143,0.2095571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-25,0.0435,-0.0607,0.2427714,0.1672857,0.2026286,0.2191286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-02,-0.1613,-0.08855,0.2731429,0.15936670000000006,0.1590429,0.2410857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-09,-0.0039,-0.0262,0.17965,0.3095143,0.2758286,0.3359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-16,-0.15165,-0.0214,0.13425710000000002,0.2033143,0.2437429,0.2363571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-23,-0.1261,-0.06296667,0.14035,0.3266,0.4031125,0.3162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-01,0.0507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-08,0.0079,-0.04963333,0.1004429,0.1866286,0.3033,0.2704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-15,0.02435,-0.019275,0.1272429,0.3612571,0.3126,0.3156286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-22,-0.1118333,-0.07645,0.2233571,0.3118,0.29100000000000004,0.33797140000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-29,-0.0479,0.0431,0.1456429,0.2779143,0.2925571,0.2806857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-05,0.0442,-0.0758,0.1781429,0.16725,0.1518143,0.1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-12,-0.08175,-0.03735,0.3102571,0.17281429999999998,0.2623,0.2283571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-19,-0.012,0.093,0.1842857,0.2024571,0.2189,0.18068570000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-26,0.1083,-0.04855,0.1969714,0.2081429,0.28121430000000003,0.2109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-05,-0.1036667,-0.04113333,0.1097667,0.2696167,0.2308,0.2771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-12,-0.0006,0.0781,0.2521571,0.1370833,0.2418714,0.1464286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-19,0.0644,0.01095,0.2441714,0.1817667,0.15452860000000002,0.2099571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-26,-0.044,-0.0753,0.2079714,0.2127,0.1209286,0.2354286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-02,-0.1942333,-0.0987,0.14822860000000002,0.3683143,0.3837714,0.3666571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-09,0.0045,-0.00048,0.1557833,0.2173571,0.3001,0.2446571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-16,-0.1235,-0.1235,0.1210857,0.14475710000000006,0.1957429,0.1824286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-23,0.01683333,0.005433333,0.1092167,0.16491670000000005,0.2776667,0.1962667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-30,-0.09295,-0.0214,0.106,0.2315333,0.16168570000000002,0.2017714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-07,-0.1362,-0.2498,0.2113714,0.1345833,0.13431429999999994,0.1880571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-14,0.06313333,0.082275,0.09501667,0.2341,0.2020667,0.1930667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-21,0.0101,0.0481,0.04847143,0.17375710000000005,0.2104571,0.2297429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-28,0.0476,0.06735,0.08731429,0.3585429,0.2806571,0.2474571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-04,-0.0143,-0.004475,0.1467571,0.3693714,0.3631857,0.3612429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-11,0.0606,0.09883333,0.1763,0.1401,0.14235,0.1185429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-18,0.0449,0.1177,0.1242143,0.2256429,0.2247143,0.26512859999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-25,-0.07015,0.0634,0.2099286,0.2460714,0.3518571,0.2604571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-02,0.0892,0.07075,0.09425714,0.1780143,0.2843143,0.2271714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-09,0.0854,0.246675,0.2381,0.2010667,0.1622667,0.2214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-16,0.0514,0.051625,0.13701429999999998,0.3350571,0.3298429,0.4413429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-23,-0.0665,-0.021,0.2333429,0.1343286,0.1865571,0.1472571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-30,-0.1087,-0.00945,0.2153714,0.2537,0.2769571,0.3653143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-06,-0.06475,-0.0267,0.1212,0.3132571,0.2262143,0.2740143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-13,0.04015,0.02365,0.1919286,0.2270286,0.2825571,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-20,0.0479,0.069675,0.09587143,0.2939286,0.336,0.2924857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-27,-0.1224,0.051,0.14187139999999998,0.2715571,0.2723,0.3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-03,0.0199,-0.0073,0.1085857,0.3595833,0.35945,0.3801167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-10,0.0022,-0.0271,0.2202333,0.2007143,0.3228857,0.3091429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-17,0.0073,0.0049,0.1456286,0.2148714,0.2390429,0.2276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-24,0.0252,-0.05933333,0.1780286,0.1952571,0.1543857,0.2124833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-01,0.0012,-0.02986667,0.1557333,0.4287714,0.3706,0.4210857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-08,0.0488,0.0394,0.07724286,0.3463667,0.2586143,0.3210429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-15,0.0419,0.02793333,0.04244286,0.2774833,0.3742286,0.3522714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-22,0.02275,0.0278,0.2043429,0.2782143,0.35482859999999994,0.2869571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-29,-0.029975,0.05126667,0.16231429999999994,0.3000429,0.28982859999999994,0.3261429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-05,0.07596667,-0.0622,0.2017429,0.2133714,0.1718571,0.1789571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-12,-0.00135,0.06455,0.1520714,0.2986286,0.4019857,0.4103714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-19,0.0507,0.0174,0.1821714,0.3481714,0.3430714,0.4731429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-26,-0.0117,0.1654,0.1852286,0.2206,0.2882143,0.2400857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-03,0.04015,0.1823,0.2481857,0.3027,0.3369429,0.4171286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-10,-0.03396667,0.04135,0.20685,0.2194857,0.2579143,0.2992714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-17,-0.0587,-0.07753333,0.16951429999999998,0.1941,0.1930143,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-24,0.1077,0.0531,0.29357140000000004,0.1413333,0.2552833,0.1383714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-01,-0.1062,-0.1376,0.16976670000000002,0.21995,0.3225167,0.2563333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-08,-0.008233333,-0.04533333,0.09948571,0.2393429,0.2276571,0.2155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-15,-0.04245,0.00455,0.2393143,0.2020714,0.19475,0.23035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-22,-0.1942333,-0.11174,0.1011143,0.13364289999999998,0.1117571,0.1944286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-29,0.009000000000000001,-0.0458,0.1076833,0.1377,0.1478,0.1607833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-05,0.0443,-0.005,0.1399571,0.30532859999999995,0.34597140000000004,0.3715714000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-12,-0.3084,-0.1369,0.2104571,0.13605,0.1978286,0.2583143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-19,0.3255,-0.02752,0.2061857,0.2506,0.2436571,0.2856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-26,-0.1032,0.1611,0.28597140000000004,0.1248,0.2153571,0.14478570000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-05,-0.16734000000000002,-0.105825,0.2190667,0.1959333,0.14126670000000002,0.12828330000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-12,-0.01313333,0.018275,0.1503,0.4113,0.3731857,0.3158571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-19,0.0109,-0.01436,0.15721429999999995,0.1158857,0.1940571,0.1712714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-26,-0.0939,-0.10425,0.1394,0.17954,0.2972714,0.2236429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-02,0.02275,0.0471,0.08703333,0.18885,0.2235333,0.1816667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-09,0.0455,0.07005,0.0959,0.2054,0.15601429999999994,0.2833143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-16,0.0165,0.01794,0.1032857,0.2650571,0.2553143,0.2626857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
