,sj_ndvi_ne,sj_ndvi_sw,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,sj_ndvi_se,sj_ndvi_nw,iq_reanalysis_tdtr_k,sj_ndvi_se,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,sj_reanalysis_relative_humidity_percent,sj_station_precip_mm,iq_precipitation_amt_mm,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_sat_precip_amt_mm,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_ndvi_ne,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,sj_reanalysis_relative_humidity_percent,sj_station_precip_mm,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_reanalysis_relative_humidity_percent,iq_reanalysis_specific_humidity_g_per_kg,iq_station_max_temp_c,iq_station_min_temp_c,sj_precipitation_amt_mm,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,iq_station_precip_mm
1993-06-18,0.07905375919562083,0.16529816876080392,0.10392282210314344,0.15468321788421335,0.12383808070824105,0.16769398633563581,0.09662367315745134,-118529882.3736379,0.1754680502317757,299.4039651774929,299.47086507878055,296.1362829756106,301.5508382566387,297.63429980335815,82.45709034297572,38.167529749582215,694442207.3947783,1193216666.1760316,694442207.3947783,15713263.252129117,10400413.853183312,0.26550841820414184,299.2633222794481,299.33613453887784,296.0076958646368,301.4568011308562,297.4876618539223,82.50409379028164,35.5941849698443,296.67766191867526,298.38729754175944,295.12214661411747,307.2354843601091,293.03833024907306,92.39855690202731,16.647860984812745,32.493231149776626,20.69561873482256,42.1390679440687,59.75621777140189,42.1390679440687,17.50685949608086,2.197489526900597,28.13471198899426,6.775220870014986,32.799002004400954,23.411513124697358,-944104612.800244
1993-06-25,0.07918118790405426,0.16955765983422905,0.1049263378365664,0.15510996169765418,0.1249012527386888,0.17110542962330924,0.10317514830701849,-117567648.74473792,0.17652036631858634,299.47048114454043,299.5344803489632,296.18266883959643,301.60999696381236,297.6842885628398,82.3551145636124,38.68485803889975,688792664.1609645,1183525022.1396956,688792664.1609645,15585487.564011546,10315749.769490018,0.257466233657818,299.35649685515995,299.431738102464,296.07308588754563,301.52556064965023,297.5903224937144,82.37173110760652,35.91914048969163,296.6779411827153,298.38757779823857,295.1224216274455,307.23577279996914,293.03860311381004,92.39863051280709,16.64787587146891,32.493264206220005,20.695638254306022,42.342475839450834,58.403071781386934,42.342475839450834,17.565434359169465,2.1806374694643513,28.184373834106115,6.739887330487007,32.81115421791305,23.491183842360723,-936446892.1934626
1993-07-02,0.0798271983414685,0.17338722114529967,0.10592882416173738,0.1555277293154304,0.1259624356386482,0.17343638118611665,0.10878314781302109,-116610663.53534913,0.17924237644034718,299.5327477872334,299.61238575006627,296.2123457409876,301.63719110779937,297.7770501017673,82.20286511390525,34.85306957404717,683174001.3893089,1173886267.7758431,683174001.3893089,15458409.9878792,10231548.748405604,0.25062021453427913,299.4328660015583,299.5128063856529,296.1222186932706,301.5835049179755,297.6801504937335,82.24308286224506,35.685792878948966,296.6782288670593,298.3878665142312,295.1227049964642,307.23606993852275,293.03888426544233,92.39870664508891,16.647891231796436,32.493298214330686,20.695658368574758,41.79839951249407,57.010365914297786,41.79839951249407,17.608913494065824,2.1737335852736606,28.24175750826403,6.709979188057248,32.81104437521051,23.57400694052153,-928830904.1478149
1993-07-09,0.08010350974889754,0.1759053377068946,0.1069300248875374,0.15593644122217376,0.12702136277643894,0.17460757522132236,0.11309239528204489,-115658910.97516209,0.17472932987521744,299.5665918982463,299.65010250513484,296.1880671498526,301.67781456532924,297.79107539639693,81.92510142750504,36.54679101544106,677586126.1279657,1164300244.09469,677586126.1279657,15332028.42314922,10147809.39537304,0.24647262667154202,299.49518763656397,299.5799074231199,296.1589353215877,301.636729057195,297.7564909487082,82.12291877771975,35.613892530413366,296.67852477485303,298.38816349173106,295.12299652565827,307.2363755717149,293.0391735097102,92.39878523898517,16.647907054958864,32.49333315247796,20.695679064019274,41.49118125657557,55.9733411606928,41.49118125657557,17.641699324319855,2.177021706566956,28.29359202189524,6.7005098716800715,32.8080133783922,23.627356729864847,-921256523.3552784
1993-07-16,0.08072668915392141,0.17752187792946406,0.10792968313761958,0.15633602053095963,0.12807776710844151,0.17575523166450346,0.11696444383610699,-114712375.40753134,0.17589392473964838,299.60616327877864,299.69798055011194,296.20095198496074,301.7399430656117,297.86912280022545,81.80322355487743,41.344206101830196,672028946.0931796,1154766793.251587,672028946.0931796,15206340.784345469,10064530.325850539,0.2452880550702636,299.5490998990716,299.638858534893,296.19538878323846,301.68769984644115,297.8317429118114,82.04280232197951,35.35038527569153,296.67882871074346,298.3884685342439,295.12329602101454,307.2366894970468,293.03947065384585,92.39886623511819,16.64792333020691,32.49336899918836,20.695700327135118,41.169116236072455,54.652435762051724,41.169116236072455,17.67656806471576,2.187815728262303,28.348386028098,6.700970463425714,32.809653300443976,23.66386553787544,-913723625.4119984
1993-07-23,0.08209882997373978,0.1776126214737476,0.10892754143365871,0.15672639301929397,0.12913138126681556,0.17687543004823214,0.1203996518471125,-113771041.14918421,0.17556623197197332,299.65589891864573,299.7498295444897,296.2483986525962,301.77594712923326,297.9867382441638,81.79947715646013,35.96366251320053,666502368.845595,1145285757.1340017,666502368.845595,15081344.982469093,9981710.152967729,0.24636412919192835,299.5974167538169,299.69181789833465,296.23624666680865,301.73413294018735,297.90528397606033,82.01111306655616,33.8832910760955,296.67914048089494,298.3887814468029,295.1236032900384,307.2370115135922,293.03977550658914,92.39894957462556,16.647940046879356,32.493405733147384,20.695722144523977,40.40766532582124,52.97107253283648,40.40766532582124,17.717838114618477,2.1947260862302826,28.413764169723596,6.7103644956618425,32.82495918889933,23.720345154404775,-906232085.7018098
1993-07-30,0.08318744813199325,0.1766585614333295,0.10992334177909381,0.1571074871643239,0.13018193764763236,0.178257206821573,0.1222272358449836,-112834892.34595454,0.17703487394522588,299.66426753009875,299.76453911603033,296.3629849256386,301.7729806607144,298.0473682670096,82.32621957095975,35.17036283008782,661006300.9433385,1135856975.908514,661006300.9433385,14957038.905843288,9899347.474834211,0.2483040185995551,299.63980218024346,299.73895318945443,296.2801428129288,301.77806225921825,297.9682365512013,82.02226906478379,31.995906483418082,296.67945989300443,298.3891020359847,295.1239181417686,307.237341422014,293.04008787820294,92.3990351991654,16.647957194403922,32.49344333320099,20.69574450289474,39.91903746604636,51.23372463050926,39.91903746604636,17.763819655912616,2.1972525308592266,28.483045669880205,6.724222681120644,32.84385838118156,23.78303789959307,-898781778.2480689
1993-08-06,0.08437436679272756,0.175314417622426,0.11091682574333506,0.15747923417725634,0.1312291684993919,0.17988255416853227,0.12312344266859382,-111903912.80290423,0.18939937145839061,299.763754151124,299.8850017184522,296.43698203809817,301.8704087599541,298.123074429709,82.20835894874294,27.126890492628615,655540646.9448476,1126480286.3098893,655540646.9448476,14833420.397559153,9817440.85959697,0.24841613064954526,299.6830086370795,299.7866965268579,296.31288965797455,301.8288148898595,298.02100570545787,81.97314767303138,29.470282408812373,296.67978675631645,298.389430109924,295.1242403867926,307.23767902457905,293.0404075804881,92.39912305092126,16.6479747622981,32.49348177835721,20.69576738906451,39.10194873868639,48.782600310144396,39.10194873868639,17.798784201232586,2.2041667843028745,28.554543882774347,6.761584129054113,32.87657607971048,23.86786513081857,-891372574.3615845
1993-08-13,0.086063027703532,0.17195746672306778,0.11190773454640898,0.1578415680369708,0.13227280601189584,0.17960305741029664,0.12274837012970762,-110978085.76398356,0.19028542542854995,299.8090467817072,299.9352363098269,296.4322698591034,301.9476493480743,298.1689347749114,81.95604434398287,24.34721328476183,650105308.1155846,1117155519.4219775,650105308.1155846,14710487.22622364,9735988.826060915,0.2476663662056271,299.71572942810303,299.82045158777436,296.3261914145447,301.8770012825536,298.058948768977,81.87750935060112,27.411042295621566,296.68012088163715,298.38976547832794,295.12456983726054,307.23802412517324,293.0407344267971,92.39921307260694,16.64799274016995,32.493521047787496,20.695790789959553,38.74948436449442,46.987836020124234,38.74948436449442,17.813538885161957,2.208345516268402,28.605853314081116,6.821764791463811,32.91297142563503,23.936298808819558,-884004340.8868823
1993-08-20,0.08737550370910863,0.16747324198549618,0.11289580914401418,0.15819442552281326,0.13331258240544766,0.1771857271671763,0.12128323869464393,-110057393.61003737,0.1854827445024547,299.79743602261107,299.9080914009244,296.4070135695351,302.02008104090896,298.1140726799609,81.89289315153074,22.81694281657406,644700180.6555505,1107882497.6362734,644700180.6555505,14588237.04586831,9654989.817129008,0.24684606583313515,299.7354028228727,299.83687466845333,296.32361220509017,301.9167563039377,298.08043267808165,81.76672118384683,25.963191267031345,296.6804620813482,298.39010795249004,295.1249063068987,307.2383765293158,293.0410682320481,92.39930520747112,16.648011117718873,32.49356112082824,20.695814692616246,38.77252860707258,46.036461018731224,38.77252860707258,17.81207874994202,2.2076488350971886,28.62548444381445,6.906022327537142,32.94118560914602,23.964595943990776,-876676937.7985244
1993-08-27,0.08790163230150262,0.16218883789367136,0.11388079031295975,0.15853774624655642,0.1343482300203498,0.1731086525419101,0.11916975580845554,-109141817.43394317,0.1783583793001855,299.8168496976802,299.91382176599734,296.36585338930445,302.042126645646,298.1274933622125,81.5937552477405,23.31066188857413,639325153.2056923,1098661030.3730702,639325153.2056923,14466667.339547582,9574442.162437223,0.24452141108525105,299.74824274644556,299.8446376905803,296.3096550940664,301.9414934286993,298.1006824065329,81.63129721637509,25.14386871002521,296.6808101694195,298.3904573453032,295.12524961102315,307.23873604417264,293.0414088127378,92.39939939930183,16.648029884736335,32.49360197698201,20.69583908418196,37.97306628130837,45.44644615835189,37.97306628130837,17.799053369177994,2.20275736580049,28.606236640869312,7.002521292336143,32.94146153310149,23.955595710157912,-869390214.8194538
1993-09-03,0.08729515273493887,0.1559431769406783,0.11486241873695838,0.15887147268351348,0.13537948140666892,0.16798303907409093,0.11372798888783747,-108231336.43721649,0.1647909110756292,299.82141598043546,299.91068179431613,296.3051129420015,302.05814682278475,298.1918413947659,81.26862656564799,25.046966787914684,633980103.3065084,1089490908.0045984,633980103.3065084,14345775.339236826,9494344.025288902,0.24310317667980777,299.75289446748644,299.84410930043214,296.2897326759235,301.95170524263926,298.12102044719677,81.50402934355361,24.69086316839253,296.681164961422,298.39081347127257,295.1255995665517,307.23910247856963,293.04175598695394,92.39949559243065,16.64804903110658,32.49364359591888,20.695863951915925,37.54777110085416,45.54797527532818,37.54777110085416,17.780252794668662,2.1934723484087195,28.556970316215835,7.085111506887657,32.92113067264329,23.91473022478108,-862144006.6183013
1993-09-10,0.08559255615090397,0.15033796889673762,0.11584043509274668,0.15919555020279258,0.13640606941423955,0.16349939173022737,0.10615321222989187,-107325927.07267508,0.15141522812433883,299.80058262291004,299.8880099505082,296.289202827832,302.09130075268206,298.1999302027922,81.2723055499888,26.032508408705393,628664892.3662629,1080371893.2206988,628664892.3662629,14225557.912019568,9414693.327256609,0.24379771026667463,299.74933797867175,299.83577695115235,296.27198234701996,301.94619027799814,298.13260155031634,81.4245345581772,24.166559632315654,296.68152627454,298.3911761465273,295.12595599201643,307.2394756430051,293.04210957438744,92.39959373173699,16.648068546807306,32.49368595747761,20.695889283190038,37.37923430803777,46.206922178099475,37.37923430803777,17.76400913782037,2.1822592848909124,28.48919883272525,7.146471705278503,32.89353298653089,23.85255162975299,-854938125.9854453
1993-09-17,0.08281391712154428,0.14702599254906384,0.11681458013650373,0.15950992709667838,0.13742772728287603,0.1614379600052899,0.09856418693781124,-106425561.83194572,0.15641219541020834,299.79301018566576,299.8769575727431,296.3106273583077,302.0281762433648,298.2133332550989,81.39439059374857,23.544172801769506,623379358.5447674,1071303708.8176756,623379358.5447674,14106011.399127351,9335487.641550194,0.24714482492128304,299.7409943161432,299.8224763369781,296.25600889964073,301.91718179756566,298.1360834816743,81.37620572417467,23.269257808270787,296.681893927582,298.3915451888327,295.12631870757485,307.2398553496618,293.0424693963435,92.39969376265184,16.648088421910305,32.49372904166683,20.695915065489647,37.18546955213957,47.06723871705497,37.18546955213957,17.74967326208914,2.1704596226959407,28.41107650333856,7.1804728385310215,32.86415462712868,23.79057125140019,-847772354.1821992
1993-09-24,0.0796066681923231,0.14461122364536644,0.11778459479053963,0.15981455460912844,0.13844418873276235,0.16038806645773188,0.09157890495738619,-105530207.54452626,0.15181246027011727,299.81486372356966,299.88956696715115,296.3410564134685,301.99612976781765,298.21468975708166,81.43725042762415,21.14514905407337,618123306.7704571,1062286020.567978,618123306.7704571,13987131.390138179,9256724.043429155,0.2526999261450596,299.7276766743342,299.80372744164265,296.2343047063984,301.8714787907658,298.12944451054636,81.32497498492214,22.31755306309705,296.6822677409922,298.39192041760083,295.1266875350211,307.2402414124183,293.042835275753,92.39979563116164,16.64810864658207,32.493772828666145,20.695941286414268,36.910415881522546,47.69058235557796,36.910415881522546,17.729374336187547,2.158701370631805,28.324210946102575,7.199571777090319,32.83391774573295,23.728327509756657,-840646427.4022226
1993-10-01,0.07792662356899081,0.14363287573657463,0.11875022023022605,0.16010938696337246,0.13945518805499107,0.16106007522301505,0.08599527424960485,-104639823.01812671,0.14972912587012868,299.791615110635,299.8568934042209,296.35252760080925,301.88873632232315,298.2242315939334,81.58798673687214,21.236535022691797,612896494.8914084,1053318413.4558403,612896494.8914084,13868912.409729227,9178398.902684707,0.25922894594206086,299.702320377082,299.7732304905708,296.1964172648546,301.80633325880245,298.11105191187556,81.25203916927322,21.601324129043213,296.6826475368607,298.39230165390126,295.1270622977965,307.2406336468599,293.0432070371827,92.39989928381189,16.64812921108439,32.49381729882714,20.69596793367832,35.55585226958675,47.66308257578373,35.55585226958675,17.691163598597115,2.138478194662196,28.23427255634166,7.217860867758849,32.800719816936756,23.669666893300782,-833560017.9898436
1993-10-08,0.0773669442523804,0.1440891546640903,0.11971119797113874,0.16039438138860151,0.14046046020221936,0.16400469739559873,0.08204493275230312,-103754355.81281479,0.16308213718380707,299.7548702644944,299.81237610903605,296.30929540014023,301.7445236905392,298.2038278412419,81.5349796462233,20.236846688750184,607698614.7426243,1044400359.1893947,607698614.7426243,13751347.489441667,9100507.599945601,0.26643143638576355,299.6644777257344,299.7313968313034,296.1324555793646,301.73018531806997,298.07529011156345,81.11269023305164,20.959391698207874,296.6830331389335,298.3926887204709,295.127442820999,307.2410318702891,293.0435845068448,92.40000466771055,16.6481501057749,32.49386243267439,20.695994995111782,33.071241797473846,46.721309025699874,33.071241797473846,17.624996070841604,2.1189329067753717,28.139005711916255,7.238220262242989,32.75980008053336,23.60276181246684,-826512708.7638925
1993-10-15,0.07620655641921895,0.14456954014720477,0.12066726995638447,0.16066949814573606,0.1414597408794131,0.167139082759578,0.07923513675360032,-102873737.91541818,0.1713319456253172,299.75611126042486,299.814231294757,296.2064093940211,301.73466180201126,298.18936573971183,81.02137555041692,19.926472880059414,602529266.7589109,1035531172.6371812,602529266.7589109,13634427.59345425,9023044.14626903,0.2745606966992518,299.6139079670158,299.67874368161,296.03826509611287,301.6566423776166,298.01906578803323,80.8897135462386,20.4636003161689,296.68342437262186,298.3930814417238,295.1278289313932,307.241435901735,293.0439675126071,92.40011173053132,16.64817132110759,32.49390821090641,20.69602245866082,30.447489720086757,45.37213135340325,30.447489720086757,17.526928561916655,2.110743181771889,28.0360529759864,7.255024960120933,32.70316305575879,23.521723451970228,-819503958.5881166
1993-10-22,0.07423712641787385,0.1445148115991564,0.12161817864408223,0.16093470055226108,0.14245276663464776,0.16943881184193008,0.0770613487096534,-101997880.08983085,0.17282067180568042,299.7224091397681,299.77565355252625,296.06472677104983,301.7171536750026,298.07792797543067,80.49235404550188,18.203646479392056,597387926.816646,1026709954.929595,597387926.816646,13518140.86858343,8946000.686287034,0.281295655261334,299.5402336174525,299.6043549721037,295.9155887268331,301.5729629375278,297.9340137289642,80.64131979155697,20.07710289554157,296.6838210650112,298.3934796437597,295.1282204574189,307.2418455619631,293.0443558840011,92.40022042051682,16.64819284763333,32.49395461439649,20.69605031238837,28.401993167886054,44.307024160016084,28.401993167886054,17.399552722943742,2.111164164759561,27.91495321629064,7.271658187403195,32.6380156561591,23.402920065348177,-812533057.4024158
1993-10-29,0.07314211623666655,0.14429127531751257,0.12256366709497032,0.16118995500611716,0.14343927494993586,0.17106503390717825,0.07467785286288822,-101126664.77073793,0.18193431701379909,299.60214547153197,299.6489083054391,295.90736196655837,301.56847458596667,297.98722835214886,80.30145332984712,18.844302174188222,592273904.5269563,1017935521.891034,592273904.5269563,13402471.700923866,8869366.873258613,0.2871001958648868,299.4354544605022,299.5010629579495,295.76824351735735,301.46591144949036,297.82540958497555,80.42373104296557,20.06733049746932,296.68422304486955,298.393883154373,295.1286172291996,307.2422606734838,293.044749452231,92.40033068648147,16.64821467600031,32.49400162419354,20.69607854447473,26.985127051012675,43.94945932783039,26.985127051012675,17.247164679550888,2.114114832136443,27.77249355334542,7.28062457529157,32.547906611516616,23.24276706867394,-805599069.6603398
1993-11-05,0.07249579849443492,0.14439927279942572,0.12350347906010964,0.16143523100863644,0.14441900433205015,0.1705196357359709,0.07064685385779679,-100259937.63223659,0.17339341614622106,299.4498481989536,299.51294249424564,295.7137312655973,301.4389031326845,297.87913013441226,80.09230935017338,18.176572171667516,587186293.7520928,1009206319.1269201,587186293.7520928,13287399.596585533,8793129.127592942,0.28903644767778286,299.30267411476285,299.3735641857769,295.59825977368257,301.34382041625264,297.689681575392,80.23169695693363,20.304224717561954,296.6846301426556,298.3942918030604,295.1290190785507,307.2426810605608,293.04514805018135,92.40044247781438,16.64823679695449,32.49404922152284,20.696107143218057,25.36144095406742,43.914428246533504,25.36144095406742,17.07186769431197,2.1203041363147097,27.608251420054554,7.288464307874275,32.43275018840284,23.041030746822067,-798700767.2192628
1993-11-12,0.07380039606408736,0.14406524163286294,0.12443735906865344,0.16167050118651263,0.14539169440331168,0.169401825562171,0.06445134211781656,-99397498.56220068,0.16400898475931472,299.2156600310887,299.30058766912225,295.46658459554806,301.22254943172175,297.65202882315907,80.00202367383916,20.326915295389572,582123919.6346364,1000520331.1261474,582123919.6346364,13172897.983552674,8717269.843122113,0.28736802495690184,299.14581456634414,299.22356844236435,295.41040264262654,301.2081995871122,297.5213245693402,80.06871464674019,20.968604897661688,296.68504219052573,298.39470542102873,295.1294258389866,307.24310654921885,293.0455515124246,92.40055574448189,16.648259201340014,32.49409738778679,20.696136097034888,24.335047054876245,44.49279064041379,24.335047054876245,16.878994235563724,2.1253983952758264,27.424957397292175,7.29572426662272,32.292384483462975,22.807112672410554,-791836557.5002788
1993-11-19,0.07909834767972512,0.14283375471410326,0.12536505251565483,0.16189574131279538,0.14635708599231187,0.16936528617572133,0.05750383237444254,-98539093.99998647,0.17093369642505213,298.9842286041813,299.0837064735604,295.25826960515735,301.0761857864375,297.4005571935357,80.10599256292022,25.204464699503287,577085293.6292112,991875004.0942748,577085293.6292112,13058933.194545116,8641766.713290464,0.28164146135799606,298.98036949835733,299.06357263569976,295.21657272484157,301.0752136366533,297.3321209963954,79.92030821816721,21.76301832728759,296.6854590223415,298.39512384120155,295.129837345728,307.2435369672509,293.045959675228,92.40067043703017,16.648281880099596,32.4941461045655,20.69616539446056,23.932792373757163,45.10899427544369,23.932792373757163,16.681643661830364,2.1317577880756957,27.229269700813397,7.300864048431112,32.13109367831578,22.547838657641996,-785004422.4990613
1993-11-26,0.08271419019009285,0.14090699641954665,0.12628630574988187,0.16211093032689833,0.14731492122453835,0.1690178713634189,0.050302684517083814,-97684414.96243942,0.17697734043935354,298.78589809671433,298.87897620218234,295.06917657102383,300.9505661964378,297.1344906220914,80.1569720479078,25.36312741429225,572068601.9208698,983267226.0748694,572068601.9208698,12945464.205037767,8566592.557628684,0.27451832832161366,298.8195676517764,298.90498298646844,295.0197125803575,300.9475555515191,297.1345667811073,79.73606210590037,21.87055835793472,296.6858804736759,298.39554689822614,295.13025343570825,307.24397214422527,293.04637237656027,92.40078650658755,16.648304824274856,32.4941953536175,20.696195024149674,23.45584165694982,44.44830034293678,23.45584165694982,16.482451873718936,2.1480329077042404,27.03144664982363,7.3187783671046125,31.964908413818204,22.279497589001483,-778201903.0717701
1993-12-03,0.08205873075605351,0.13696054697493074,0.1272008661616102,0.16231605035361107,0.14826494361287212,0.16708160351205112,0.04148888102041329,-96833109.481625,0.1664056907678802,298.6359045418687,298.7197829604027,294.8481049417497,300.800583491385,296.94068583051387,79.8097223997376,21.31454120850614,567071778.4296508,974693452.2139478,567071778.4296508,12832444.284503298,8491716.41570893,0.2650586077781612,298.6709441247636,298.7570558347763,294.81831555568107,300.82483247522634,296.9424098706664,79.46900624868817,21.280966560399712,296.68630638181924,298.39597442847946,295.1306739475794,307.24441191149145,293.0467894560974,92.40090390486662,16.648328025006673,32.494245116880215,20.69622497487646,21.716728888144523,41.71169544902699,21.716728888144523,16.279187911517816,2.1752237011829387,26.838379204699965,7.348257097282523,31.79043366590172,22.024669360788774,-771426197.9293358
1993-12-10,0.07381022716526613,0.1340443225360882,0.12810848227036495,0.16251108672110678,0.14920689814792712,0.1652842771263456,0.034308453011857656,-95984826.13611071,0.16365071302573717,298.4931336145997,298.56574790317796,294.6088959825214,300.71625825661897,296.70043457239166,79.33263235852112,20.43025605682358,562092760.3099842,966150143.1726846,562092760.3099842,12719826.775444383,8417107.375686988,0.25663597071223987,298.5347969636022,298.62206794343155,294.61636450897504,300.71250809689894,296.75602346472516,79.13528648200835,20.68626578207477,296.68673658578496,298.3964062700736,295.13109872171793,307.24485610218636,293.0472107552284,92.40102258416645,16.648351473535485,32.49429537647051,20.696255235535155,19.756383569913904,38.21864801953877,19.756383569913904,16.07505205214934,2.2075733775149016,26.65279216978863,7.363933464129246,31.59011258704645,21.80792506021197,-764674510.1178398
1993-12-17,0.06262008350714947,0.13371109507756992,0.1290089038125799,0.16269602797793425,0.15014053138819897,0.163818192997526,0.030608035325451886,-95139319.47824094,0.1609845355938906,298.41076203766556,298.4917982764043,294.39291195264383,300.6807208788731,296.4857454033023,78.66306185098229,19.474061470573158,557130106.7297188,957634826.9042227,557130106.7297188,12607579.089332385,8342743.846387561,0.2501483351183978,298.41246890398867,298.5038459886448,294.4213585163818,300.60499011014343,296.58622038646797,78.76371251761057,20.14464609101475,296.68717092631454,298.3968422628614,295.1315276002298,307.24530455123966,293.0476361170605,92.40114249737432,16.64837516120155,32.49434611468515,20.696285795140316,17.900501111745935,34.34719524595864,17.900501111745935,15.87764844035366,2.234901957161882,26.478020903630068,7.374691402514335,31.396159230214046,21.63178674875921,-757944886.1548378
1993-12-24,0.05875962757184541,0.13648909337774498,0.12990188182914614,0.16287086590898778,0.15106559154999372,0.16292398982916217,0.031857779901976815,-94296672.83985522,0.1568647294652104,298.3028865915169,298.4045691557058,294.2290074337209,300.62684094113416,296.333730109325,78.3570571684446,20.87497729373647,552184306.5642419,949148342.5661423,552184306.5642419,12495712.284906685,8268633.152391047,0.2468765710613682,298.2959807579557,298.39354581185705,294.23753741573296,300.48788800677954,296.4420100488273,78.41403373857075,19.739270202663295,296.6876092458824,298.3972822484406,295.13196042695523,307.2457570953784,293.0480653864239,92.4012635979676,16.648399079445216,32.49439731400121,20.696316642827128,15.935582058774195,30.53178867622716,15.935582058774195,15.691408326262772,2.250968017493348,26.31644908806616,7.376309086982259,31.20340853467984,21.486365021344376,-751237989.4305173
1994-01-01,0.06130798140587815,0.14199276518154005,0.13078716875281884,0.16303559555044517,0.15198182859710446,0.16324712437314112,0.037559138476729176,-93457736.62320901,0.1605027495455097,298.2173614552157,298.3366073233612,294.06957788348467,300.46382902340673,296.2340105119983,77.95871957189284,18.932999902820484,547260350.8095033,940699254.6152995,547260350.8095033,12384339.252776522,8194850.080204844,0.24708896471931852,298.18361862547306,298.28655926498374,294.0609573497233,300.3485666871228,296.32497440398765,78.07766061110844,19.1090998374873,296.6880513886999,298.3977260701585,295.1323970474729,307.24621357313185,293.04849840987583,92.40138584001528,16.64842321980714,32.49444895707645,20.696347767851666,13.47876816078616,26.998913093708026,13.47876816078616,15.512764095862725,2.2538893206076533,26.165422049024826,7.380198874747436,30.99497652710251,21.352426614693343,-744560588.7482781
1994-01-08,0.06859674460967334,0.14826807711232334,0.131664518495453,0.1631902152036658,0.15288899433020497,0.16412451180753113,0.0468565893119892,-92624953.08941111,0.16007569222490534,298.07536707865796,298.1857426230471,293.8493412592343,300.19911016054033,296.1866431666756,77.55054190518612,20.72008672359243,542372573.4109104,932312159.3732793,542372573.4109104,12273784.208664594,8121609.415326691,0.25027854701782454,298.07002178805266,298.17508583638596,293.8882240207417,300.1917817953976,296.2316591017526,77.76712371367263,18.516770151710755,296.6884972007193,298.39817357311586,295.13283730910393,307.2466738248354,293.0489350357045,92.40150917817954,16.648447573928486,32.49450102674958,20.69637915959112,11.015123735630137,24.209360857834437,11.015123735630137,15.339284017252854,2.2487515458082856,26.015194585387412,7.376761168841641,30.767195274117018,21.223506496784307,-737932123.1669904
1994-01-15,0.08170212772197995,0.15351171914905132,0.13253368653503778,0.1633347264480416,0.15378684247592975,0.16581661887929983,0.057969264228061396,-91799153.21570815,0.17267252930508437,297.91566322591717,298.02039102481,293.6874385237204,299.9598039694225,296.12213658731906,77.50617452281737,18.453450909040498,537525851.0903077,923995425.5536996,537525851.0903077,12164157.459709667,8048984.230765562,0.25652793615871133,297.960875782532,298.0670086619765,293.72887084338333,300.03914378009256,296.1528729087985,77.5020767487741,17.486709425301285,296.6889465296371,298.39862460417015,295.13328106091495,307.2471376926338,293.0493751139328,92.40163356771703,16.6484721335511,32.49455350604062,20.69641080754402,8.694460605046942,21.9749733293931,8.694460605046942,15.181014706733025,2.244951008612363,25.88819409683885,7.386248119137457,30.580443553321025,21.108661874000468,-731359207.0231646
1994-01-22,0.09643750113545307,0.15671364201070928,0.1333944300024999,0.16346913415279254,0.15467512877560913,0.16614189647535066,0.06872786404373965,-90980395.3978919,0.1689563321472383,297.82661446153855,297.9260759332873,293.5243786444173,299.7981064952319,296.0875700640093,77.13537537227326,17.200410955486042,532720526.028403,915749641.0368735,532720526.028403,12055466.748227436,7976979.651468549,0.26440602349925546,297.86629553153364,297.97378536439174,293.58343483310045,299.90800803039224,296.0857509643648,77.2384937202501,16.26668519008923,296.689399224897,298.3990790119385,295.13372815372156,307.24760502048497,293.0498184963208,92.40175896448008,16.648496890517684,32.49460637815104,20.696442701330387,6.783177029594352,20.13852721184891,6.783177029594352,15.038260691736976,2.244723025407147,25.795105613599336,7.408706269793783,30.456334495597087,21.017224604378193,-724842305.4165661
